TÌtulo;Resumo;Selecionado
Fault Analysis and Debugging of Intelligent Connected Car Wire-Controlled Chassis System;This research study deals with the fault analysis and troubleshooting of the electronically controlled chassis system of the intelligent connected vehicle. The author first emphasizes the critical role of electronic and electrical architecture design in the technological innovation of intelligent connected vehicles. Special attention is given to the AUTOSAR software architecture, a collaborative project developed by automotive companies to provide leading solutions for implementing functionality. AUTOSAR emphasizes the improvement of software reusability, portability, and scalability, fostering collaboration among different manufacturers and suppliers, leading to resource sharing and cost savings. The paper reviews the latest research on intelligent connected vehicles, including multi-agent systems, communication, and joint approaches involving caching and computation. These studies demonstrate how advanced technologies and algorithms can optimize traffic flow and improve safety performance. Finally, this study introduces a novel automotive fault sensor model using the DS18B20 temperature sensor and the AWA14400 vibration sensor. This helps to detect temperature and vibration in vehicles, facilitating diagnosis and prevention of potential problems. In addition, a fuzzy fault tree model is constructed for fault analysis. In summary, this research provides an in-depth study of the fault analysis and debugging of the electronically controlled chassis system of the intelligent connected vehicle, which provides valuable insights for the future development of intelligent connected vehicles.;
Agricultural Product Quality Traceability System Based on the Hybrid Mode;Aiming at the demand of consumers for the quality and safety guarantee of agricultural products, a traceability system of agricultural products quality based on hybrid mode is designed and developed in this paper. The system connects the various links of crop planting, acquisition, processing, distribution and sales, and obtains the real-time information from crop seed cost to agricultural product sales. It can make farmland scientifically be managed according to the information of crop growth environment, improve the utilization rate of agricultural resources, and be beneficial to the sustainable development of agriculture. At the same time, the information of the processing, transportation, and sale of the crops from the seeding to the harvest to the agricultural products are recorded in real time in the database so that the consumers can understand the relevant information of the agricultural products in real time. If the unqualified agricultural products are checked out, the production of this kind of agricultural products can be controlled immediately from the source, and the circulation of unqualified agricultural products can be controlled more effectively. Therefore, the legitimate rights and interests of consumers can be effectively guaranteed.;
Does IT architecture matter?;In the last two decades, many research articles have been published about outsourcing and in recent years, some research articles have been written about IT architecture [1, 2, 3, 4]. Separate research on outsourcing and IT architectures could not shed light if IT architecture maturity has any impact on outsourcing. This research article is based on the core IS capabilities framework of Feeny and Willcocks (1998). In their framework, the authors proposed that IS core capabilities are retained, enhanced and maintained by three most important constructs. These are `business and IT vision', `IT architecture' and `outsourcing'. It is very logical to agree unanimously that `business and IT' vision construct is the nucleus of any IT based modern organization. Through literature review and analysis, this article will make in depth study of the proposed framework by Feeny and Willcocks, to find its relevance and validity after a decade and will address the following questions. Are `IT architecture' and `outsourcing' relevant and valid constructs? Are these two constructs in any way linked to each other? The focus of this article is, in general, on the IT technologies and in particular, on the IT architecture maturity. A good combination of this two should enhance the positive outcomes from outsourcing with out loosing the core competencies.;
A Blockchain Based Sustainable Digital Insurance Business Parametric Solution Architecture to Protect Realtime QSR Business Interruption Losses;An insurance policy will reimburse the company if something bad happens to something that is covered under the policy to bring sustainability to the business. The process of settling a dispute can take a long time because there are many people involved. Parametric insurance is different from traditional insurance. Traditional insurance is a type of insurance in which a company pays out a certain amount of money, no matter what happens. Parametric insurance is designed to protect policyholders from certain events, by paying out a set amount depending on the severity of the event. In the perishable food and quick service restaurant sector, disruptions caused by delays are one of the types of events that parametric insurance may be able to cover. Supply chain delays can happen for several reasons. Events like adverse weather, heavy traffic, and poor road conditions can all slow down the supply chain of perishable food items and groceries. On the other side for smaller QSRs, footfall may be reduced drastically on specific conditions. Parametric-based insurance starts processing claims when a certain event takes place. Insurance claims may be processed automatically by the terms and conditions provided in the policy definitions, and delays that result in undesired scenarios may be insured. Building parametric insurance policies using the conventional centralized database approach is possible, but there are trust difficulties because the data is vulnerable to manipulation. This study explores the approach to the issue and the software architecture of the dependable blockchain-based digital technologies supporting parametric perishable food and QSR supply chain insurance. We will go into detail about the user experience, technological solutions, deployment issues, and insurance for parametric services. The proof of concept for parametric insurance was completed, and the resulting blueprint may be applied to more use cases in adjacent industries.;
Towards a software defined reference architecture for smart city ecosystems;"With the convergence of information and telecommunication technologies, the vision of the `Smart City' is fast becoming a reality. City governments in a growing number of countries are capitalizing on these advances to ease the lives of their citizens and to increase efficiency and sustainability. In this position paper, we outline our vision for the creation of a reference architecture for Smart City projects, which could serve as the design language for creating smart cities blueprints. Such a blueprint would cater for diverse stakeholders, devices, platforms, and technologies. We argue that a new approach for designing such ultra large and ultra-heterogeneous ecosystems is needed. Hence, we propose a reference architecture inspired by several efforts in software engineering such as SOA. The proposed reference architecture would serve as a blueprint and starting point that contains architectural building blocks, best practices, and patterns; instead of starting from scratch. We present an initial meta-model with multiple views and highlight intra and inter views relationships. We survey the state of the art, outline our research approach, and suggest a research agenda for the smart city software community at large.";
Software and communications architecture for Prognosis and Health Monitoring of ocean-based power generator;This paper presents a communications and software architecture in support of Prognosis and Health Monitoring (PHM) applications for renewable ocean-based power generation. The generator/turbine platform is instrumented with various sensors (e.g. vibration, temperature) that generate periodic measurements used to assess the current system health and to project its future performance. The power generator platform is anchored miles offshore and uses a pair of wireless data links for monitoring and control. Since the link is expected to be variable and unreliable, being subject to challenging environmental conditions, the main functions of the PHM system are performed on a computing system located on the surface platform. The PHM system architecture is implemented using web services technologies following MIMOSA OSA-CBM standards. To provide sufficient Quality of Service for mission-critical traffic, the communications system employs application-level queue management with semantic-based filtering for the XML PHM messages, combined with IP packet traffic control and link quality monitoring at the network layer.;
Agriculture Water Quality Monitoring in Tunisia: Embedded Prototype Conception;Water quality monitoring plays a capital role in ensuring the sustainable and efficient use of water resources in irrigation systems. This paper presents a comprehensive analysis of the strategic sector of real time water quality monitoring in the context of irrigation systems. It focuses on the development and implementation of an IoT embedded prototype system for monitoring essential agriculture water quality parameters, including Conductivity, pH, Temperature and Dissolved Oxygen. The study highlights the significance of real-time data collection and analysis for water quality informed decision-making in agricultural practices.;
Applied Internet of Things Architecture to Unlock the Value of Smart Microgrids;This paper presents an applied Internet of Things (IoT) architecture for smart microgrids. Smart microgrids use IoT-enabling technologies conjointly with power system equipment to deliver additional services on top of the basic supply of electricity to local networks that operate in parallel with the regional grid or autonomously. Such ancillary services offered by the microgridóe.g., local balancing, internal congestion management, and aggregation to support market or grid operator activitiesócan create value for its end-users and other stakeholders. A systems engineering design approach is used to apply two reference architectures from different domains (power systems and IoT) to create a novel, high-level framework for the design of information and communication technologies systems for smart microgrids. The framework covers the device layer, connectivity system, data processing and storage layers, and business applications. The IoT architecture for smart microgrids is applied to a case study of a pilot project in an industrial and commercial area in The Netherlands.;
A Survey on Electronic Voting On Blockchain;Public elections are a basic tenet of representative democracy but most current voting methods e.g., Ballot-based voting and Electronic Voting Machines are riddled with drawbacks such as a lack of trust from voters and poor voter turnouts. Blockchain voting addresses the limitations in these legacy-voting methods by serving as a secure, easy, and cost-effective alternative to these voting methods while also having various other upsides (like quicker vote tallying). This paper analyses the underlying technology of Blockchain and compares various proposed implementations available to date;
Bluetooth Based Home Automation Using Android Phone;Electronic devices and appliances have become very common in this recent year of technology especially with the fast development of smartphones. In this paper, the design of the Home Automation System compatibly with Local housing and good features for home automation via remote access is presented. Bluetooth Based Home Automation System Using Android and Arduino is design and implemented. In this research work, a part of smart home technology that using Bluetooth in a mobile device is used, so it will cheap and efficient to use. This paper describes a home automation system that would use to enable home lighting, garage door motor, water pumping motor, and smoke detection using a smartphone application with Bluetooth wireless technology. The system included three main components: an Arduino microcontroller for connecting the appliances, a Bluetooth module for signal transfer, and a smartphone with the Android application to control home appliances. Bluetooth communication technology and controlled system are that the operating range is low but it can be controlled from anywhere inside of the home, By using smartphone application we can control household appliances and provide security to decrepit peoples. The idea of the paper is to control home appliances to avoid the danger of electric shock and convenience of decrepit and physically disabled people, who can easily access and control the home appliances by staying at a particular place and access them remotely without the help of other people. By using this system, our home automation works smartly by providing increased quality of life and comforts to users.;
Research on Monitoring Technology of 5G MEC Virtualization Environment;In view of the security risks in 5G network virtualization environment, this paper describes the security monitoring components of 5G MEC network virtual machine and container environment. By monitoring the host machine, Docker, container, KVM and other environments, the security status of operation permissions, network communication, file system, resource limitation, run operation, process operation and so on can be collected. The design scheme of the monitoring module and the realization method of the key function modules are introduced in detail, and the function verification is carried out.By monitoring the virtualized environment, the security protection of MEC and other nodes can be effectively realized, the overall defense capability of 5G network in power system can be improved, and the existence of 5G network carrying power business can be seen, managed and controllable.;
Empowering Urban Accessibility: A Prototype System for People with Disability;This work demonstrates the development of a prototype system that could improve urban and digital accessibility for People with Disability - PwD. The research involves using an academic questionnaire to enable a wider perspective of the central subject and assessing the effectiveness of the proposed solution. The main goal is to help social integration and make the future solution implementable for smart cities through an experiment in an academic campus. The dissertation is related to technological and social issues that might be used as a resource by researchers, public or private bodies interested in more profound studies. The document recognizes the lack of studies on this subject, especially in Brazil because there are few available articles. The prototype system is designed to tackle the issues faced by persons with disability in urban settings through platforms, applications and mobile phones as it proposes a comprehensive set of solutions when addressing accessibility for PwDs. In turn, this research fosters knowledge advancements in the field of urban accessibility and provides vital recommendations for developing inclusive technologies and policies.;
Computer Based Emulation of Power Electronics Hardware;This paper defines a highly optimized computer architecture and FPGA technology as the most feasible approach to satisfy the challenging requirements defined by the need to emulate power electronics hardware with sub-microsecond latency and sampling time. The proposed commercial off the shelf computational platforms and the accompanying software tools based on the industry standard software platform have the potential to bring qualitative improvements in the way how power electronics software is designed, how it is tested and how its performance is verified.;
AppCivist - A Service-Oriented Software Platform for Socially Sustainable Activism;The increased adoption of mobile devices and social networking is drastically changing the way people monitor and share knowledge about their environment. Here, information and communication technologies (ICT) offer significant new ways to support social activism in cities by providing residents with new digital tools to articulate projects and mobilize activities. However, the development of ICT for activism is still in its infancy, with activists using basic tools stitched together in an ad hoc manner for their needs. Still, Internet-based technologies and related software architectures feature various enablers for civic action beyond base social networking. To that end, this paper discusses the vision and initial details of AppCivist, a platform that builds on cross-domain research among social scientists and computer scientists to revisit service-oriented architecture and relevant services to further social activism. We discuss the ICT challenges inherent in this project and present our recent work to address them.;
Applying Game Theory Economics to Clean Renewable Energy Source Implementation in Urban Areas;This paper explores the possibility of implementing urban renewable energy by merging the efforts of investors, the technical private sector and the real-estate owners. We will identify a solution that provides benefits to all involved while automatically keeping profit margins fair. The added bonus would be clean air and sustainable energy generation at the location where it is needed most: urban areas. We will define the mathematical model that matches owners with technical installers and investors. We will then proceed to analyze the model from a game-theory economics point of view in order to determine if the system reaches an equilibrium that evenly shares in the profit. In the end conclusions are drawn and system fairness is discussed. This system is presented as an alternative to bank loans by sharing the risk between three well intended stakeholders while overseen by an automated system of rules and matching strategies.;
BIM-GIS Integration for Infrastructure Management in Post-Disaster Stage;The post-disaster phase, which ensues immediately after a catastrophic event, encompasses vital activities related to reconstruction, often varying in duration based on the disaster's magnitude and local conditions. This period presents unique challenges, including data scarcity and the intricate nature of infrastructure utilities. The lack of comprehensive information regarding infrastructure utilities can lead to damages, accidents, fatalities, disruptions, and project delays. Additionally, the post-disaster phase places immense pressure on local governments to swiftly make informed decisions and execute effective responses. To address these challenges, the integration of Building Information Modeling (BIM) and Geographical Information System (GIS) technologies has emerged as a promising solution. This integration has been explored in various studies, ranging from incorporating GIS into project management software applications to devising software architectures for the seamless integration of BIM into GIS, resulting in more efficient infrastructure management. The amalgamation of BIM and GIS is instrumental in post-disaster infrastructure management, offering a plethora of benefits such as improved decision-making, cost reduction, and enhanced collaboration among stakeholders. This paper aims to fulfill several objectives, including identifying contemporary trends in BIM and GIS research, documenting the existing body of knowledge related to their fusion, and providing recommendations for future research endeavors. In this study, a comprehensive literature review was conducted. The analysis delves into the utilization of BIM-GIS integration, its present applications, and potential future prospects in the context of sustainable built environments.;
WoA - Wisdom of Age: Collaborative Learning using Human-Computer Interaction;The development and use of Cobots in industry, institutions, and healthcare, as well as the strong penetration of chatBots, reinforce the interdisciplinary nature of technological processes, which are flooded with data and information, making it almost impossible for the younger generation to go in depth and understand the requirements of a particular process. In contrast older experts (e.g., engineers aged 50ñ75) have a high level of expertise in technological process as well as other skills such as management knowledge, which are essential for the implementation of technological projects. The paper presents a learning management system (LMS) developed as an interactive human -computer-human online digital platform Wisdom of Age (WoA) aiming to close the gap between generations by transferring knowledge from senior experts to developing companies and opening the gates for new certified technological development. The social dimension (healthy aging for seniors, better training for juniors) and the sustainable development for companies are combined with a suitable digital dimension. The paper presents and examines based on survey results, which requirements must be placed on such a platform to optimally support and satisfy mentors and learners.;
The Role of IoT in Making Smart Cities and The Road Map to The Future Developments;Good idea to understand are needed to handle pressing challenges including transportation, medicine, power, and national infrastructure in light of the tremendous development of urbanization in contemporary cities. By building a vast worldwide presence of physically linked items integrated with hardware, algorithms, sensing, and broadband connection, the Internet of Everything (IoT) is one of the most potential technological solutions for overcoming these difficulties. IoT is perhaps also becoming foundation for the next generation of smart cities because of its ability to use sustainability communication and information technology. Numerous fields of sciences and engineering are being impacted by the IoT's quick growth. In order to assist the sustained advancement of smart cities, this article gives an extensive assessment of the scholarship on the major elements and uses of the Iot vision. The integration of Iot products with other technologies is highlighted.;
Cursor Control Using electroencephalogram (EEG) Technology;This paper aims to design an electroencephalogram (EEG)-based cursor control system that can control the computer cursor using non-invasive measurements of brain activity. The developed system is a user-friendly system that can be used by the general public, and it will mostly be convenient for people with disabilities. Moreover, the people living with upper limb paralysis will be able to control the cursor using their brain signals only. In order to develop the system, an enhancement of hardware and software was applied. The sensors were used to acquire the brain signals in real-time. These acquired signals were utilized to permit the user to move the cursor using their thoughts. Additionally, the system was able to translate the collected signals and program them into commands to control the cursor. Furthermore, the software is implemented using open-source tools to preprocess raw EEG signals, apply feature extraction, and classification.;
Digital Twins: A Maturity Model for Their Classification and Evaluation;Digital Twins represent a powerful tool for transforming production and logistics towards Industry 4.0. They mirror physical assets in the digital world, enriching them with additional capabilities and features such as decision-making or lifecycle management. Due to the diverse possibilities associated with the Digital Twin, their design and implementation are also wide-ranging. This paper aims to contribute to the formalization and standardization of the description of Digital Twins. It presents a method for evaluating them through their lifecycle, from design to operation. The paper is based on an overview of their potential functionalities and properties with ranked stages of development. This method allows for an application-specific evaluation of Digital Twins and describes how they can be improved to suit the application better. The maturity model development follows the procedure for developing maturity models for IT management. Relevant capabilities and features were identified with a systematic literature review following the PRISMA guidelines. The results of this review were ranked and categorized and constitute the core of the maturity model, which was validated on five use-cases from different domains in production and logistics. The maturity model assesses Digita Twins in seven categories (context, data, computing capabilities, model, integration, control, human-machine interface) with 31 ranked characteristics. It evaluates existing solutions for potential improvements for a given application or the transfer to a new use-case. The resulting method and a supplementary web service present a generalized model for the evaluation of Digital Twins. Based on a description of a potential application, this is the first step towards a systematic evaluation, improving the structured development of such applications;
Wireless BMS Architecture for Secure Readout in Vehicle and Second life Applications;Battery management systems (BMS) are becoming increasingly important in the modern age, where clean energy awareness is getting more prominent. They are responsible for controlling large battery packs in modern electric vehicles. Today, conventional solutions rely only on a wired design, which adds manufacturing cost and complexity. Recent research has considered wireless solutions for the BMS. However, it is still challenging to develop a solution that considers both the active in-vehicle and the external second-life applications. The battery passport initiative aims to keep track of the batteries, both during active and inactive use cases. There is a need to provide a secure design while considering energy and cost-efficient solutions. We aim to fill this gap by proposing a wireless solution based on near-field communication (NFC) that extends previous work and provides a unified architecture for both use cases. To provide protection against common wireless threats, an advanced security analysis is performed, as well as a system design analysis for the wake-up process that reduces the daily power consumption of the stored battery packs from milli- to microwatts.;
Low-Power Sleep Mode and Out-Of-Band Wake-Up for Indoor Access Points;The expected massive adoption of indoor access points requires specific solutions to meet requirements for eco-sustainability regarding consumed power and radio interferences. Since access points are unused the main part of the day, application of a sleep mode mechanism is a promising approach. However, its implementation represents a radical change in mobile networking paradigm and requires innovative mechanisms to wake up the access points and thus rapidly restore the connectivity. Our approach uses an auxiliary low-power radio to carry out-of-band control information to maintain connectivity and wake up the access points when necessary. The paper details the software and hardware architecture as well as the prototyping results on Wi-Fi technology.;
An Intelligent Text Reader based on Python;As per the World Health Organization (WHO), 285 million people are visually impaired of whom 39 million are completely blind. Though there exist enough remedies to the problems of assisting individuals who are visually impaired to read, there is a requirement for an intelligent text reader which is economical, accurate and easily accessible in order to help them read for day to day activities. This paper proposes an intelligent text reader using python. This product is built on a Raspberry Pi module connected with camera that is used to capture the input image. The input image is enhanced using Image processing techniques. The Tesseract OCR (Optical Character Recognition) engine embedded in the Raspberry Pi searches for the text in an improved image and converts it into digital document. The digital document is then analyzed using semantic check module. After the analysis, text is converted to speech by a Python based TTS (text to speech) conversion unit embedded in the Raspberry Pi. Finally, the audio output is given to the Audio Amplifier for it to be read out.;
Use of Physical Internet System to Increase Effectiveness of Sea Toll Logistics Operations in Indonesia;Sea Toll implementation provides opportunities to promote and improve welfare amongst the people of Indonesia, especially those living in the underdeveloped, remote, outer region, and the bordering areas. A study undertaken by the Ministry of Transportation in 2017 shows that Sea Toll faces challenges of low return cargo load factor of 9.5 percent. The low return cargo load factor in turn contributed to high operational cost of the Sea Toll. Physical Internet (PI) is as global logistics system based on the interconnection of logistics network by a standardized set of collaboration protocols, modular containers and smart interfaces for increased efficiency and sustainability. One of the objectives of invention of PI is to solve inefficiencies of logistics chains, including underutilized transports and distribution centers. A project exploiting PI, called Modulushca, has already been completed by the European Union (EU). Project outcomes include finalization of PI framework to enable interconnected FMCG logistics system, and identification of obstacles and success factors of a PI-enabled system. The purpose of this research is to propose high-level information technology architecture for implementation of PI in Indonesia with the objective of increasing effectiveness of Sea Toll logistics operations. The proposed architecture is modelled after that of EU's Modulushca and will exploit existing Indonesia's National e-Logistics Architecture, specifically the Indonesia National Logistics Ecosystem.;
Design and Application of An Integrated Energy Management System for Park Enterprises;An integrated energy management system (IEMS) based on energy internet architecture is proposed for the comprehensive energy management and energy-saving and emission reduction needs of park enterprises. The system has the characteristics of multi-energy data acquisition, diversity of communication channels, and excellent scalability. In order to solve the compatibility of communication between various acquisition terminals and the system, the interface converter communication conversion is added to upload to the concentrator via the RS485 bus to establish a connection with the master station. It can not only realize the acquisition of multi-energy information such as electricity, water, gas, heat/cold, etc. on the IEMS, but also introduces renewable energy and energy storage on the supply side, improves the energy supply reliability of park enterprises and reduces dependence on external energy networks. In order to meet the integrated energy business needs of enterprises in different parks, this paper studies and analyzes the applicable businesses of various algorithms in IEMS multi-energy collaborative optimal scheduling technology, designs the software architecture of the IEMS, and analyzes in detail the functions of each hierarchical unit module of IEMS and the deployment modes of the master stations in different parks. The system has been put into use and various applications have achieved corresponding results.;
Empowering Human-Computer Interaction in Securing Smartphone Sensing;In this paper, we propose and quantify the usability design of a continuous verification platform on smart mobile devices. The continuous verification platform aims at improving user experience in continuous verification of smartphone users, particularly in non-dedicated smartphone sensing campaigns. To this end, we re-design the mobile behaviometric platform in [1] by introducing enhanced usability features, as well as sustainability measures to prolong battery life of the devices while recruiting the users for non-dedicated sensing campaigns. Furthermore, we extend the continuous verification modules by introducing gesture recognition and a dual mode verification system. Through real time study, we show that the presented framework can achieve continuous verification of users on smart mobile devices by consuming 73% less memory and 46% less storage when compared to its predecessor. Moreover, the proposed framework can significantly reduce the battery drain down to an average percentage of 0.1% while operating with consistency, compliance and extensibility as opposed to its predecessor.;
Smart Agriculture: Software Platform for Telematics Monitoring in Farm Machinery;Agriculture 4.0, also known as Smart Farming or AgriTech 4.0, signifies a paradigm shift in agribusinesses. It represents the fourth agricultural revolution that uses state-of-the-art and innovative technologies, such as Internet of Things (IoT) and data analysis, to cultivate a sustainable, resilient, and more efficient agricultural practices that can address the ever-growing challenges of the 21 st century. This paper proposes the development and implementation of a software system designed to gather, store, and monitor telematics data in farm machinery. By reviewing various software components (front-end and back-end), we aim to provide insights into the key components of the software system and outline a scalable software architecture for monitoring machine telematics in smart farm machinery. Using the proposed software system (web application), users can view historical machine telematics data and monitor the operational performances to optimize farming practices. Furthermore, our system allows real-time alerts to ensure timely intervention and offers potential for integrating predictive analytics to anticipate maintenance needs and improve operational efficiencies.;
Explainability With Observation Sharing in Long Collaboration Chains of Automated Systems of Systems;This article introduces a blueprint architecture for long collaboration chains formed by systems of systems, provided by multiple companies, that can significantly improve the understanding of the processes and events taking place. We illustrate the vision with an automated supply chain scenario and utilize example use cases.;
The role of health informatics in volunteer supported healthcare for underserved populations;This paper examines the role of health informatics in bridging the gaps and augmenting volunteer supported healthcare services to underserved populations in urban, rural, conflict, minimal resource and disaster settings worldwide through the experiences and vision of AarogyaSeva, a non-profit flexible micro-volunteering sustainable platform offering services in 7 countries. Due to the rapid increase in volunteers and patients, as well as an ever-increasing need for healthcare service delivery in underserved communities globally, we address the requirements for a robust health informatics system, addressing the challenges of availability of information to multiple healthcare providers, patient privacy, interfacing with multiple platforms, robustness, ease of use by people with limited technical skills, and extensibility.;
Multi-Agent Collaborative Framework for Automated Agriculture;The use of internet-connected devices, especially small multi-rotor Unmanned Aerial Vehicles (UAVs), in scientific data gathering and applications is quite widespread. But due to limited intervention capability, the UAVs alone fail to automate agricultural tasks completely. Thereby, we propose a centralized framework capable of handling a heterogeneous mixture of UAVs and UGVs to cater to the needs of automating agriculture efficiently. The frameworkís core is a novel heuristic decision module that creates new tasks by visually analyzing the farm and solves a vehicle routing problem to allocate it to agents optimally. It is also equipped with supporting modules to monitor their operation and, in case of failures, help them recover autonomously based on the task and agent assessment. The framework is used in three significant agricultural applications, namely yield prediction and drought stress detection in a simulated environment using ROS and Gazebo, and 3D mapping of a real farm. These applications demonstrate the use of the multi-agent collaborative framework in identifying agricultural tasks on a farm and executing them.;
Best-Fit Containerization as a Brokered Service;"IT consumption is rapidly moving to an everything-as-a-Service (XaaS) model wherein a cloud broker, or in general, a digital marketplace, maintains a portfolio of infrastructure, platform and software services. In the meanwhile, containerization of workloads and the immutable microservices paradigm of application software architecture has witnessed a dramatic upswing across industries. In this scenario, we see the need for a smart fulfillment engine within a cloud broker that can automatically deploy a chosen cataloged IT service into the best-performing container environment from among the set of available underpinning brokered container hosting systems. More broadly, the problem statement we address in this paper is to supply best-performing container deployment as a provisioning-time service to applications that are part of a broker's SaaS catalog, in an on-demand and pay-as-you-go manner. We show why this problem is operationally complex and time consuming, and how we heuristically prune the associated decision tree in two phases so that it becomes viable to implement this service on the fly during SaaS provisioning time. We also show that the utility of the algorithmic framework that we propose is not limited to the container fitness use case that we analyze in this paper; rather it can be extended to address a class of problems where overall time and cost complexity for provisioning-time decision making needs to be controlled under a given set of constraints. Our contribution can hence be seen as an abstraction framework for infrastructure consumption when viewed in the larger context of research devoted to simplifying the leverage of hybrid clouds.";
Designing an extensible communication platform for rural area;Rural digital connectivity in developing nations have failed to sustain themselves after subsidy is removed. The demography of users does not demand Internet connectivity for majority of their communication needs. This work proposes an extensible platform for rural communication utilizing delay tolerant networks. The platform allows quick development of localized applications for day to day communication needs. Using data driven paradigm the solution simplifies and abstracts the client and server implementations for the applications. For more intensive applications, the platform allows modular expansion on both the client and server pieces of applications. To prove the extensibility and operational efficiency, the authors present the design of multiple end user scenarios, targeting multimedia application for remote farm monitoring, video rental and another scenario for conducting online evaluations for school tests. The key contributions of the proposal are - operational sustainability of platform, ease of application development for simple communication needs, ability to handle complicated scenarios like processing high definition multimedia content over disconnected networks.;
A Blockchain Based Platform for Network Flexibility Management in Power Distribution: A Real Application Scenario;In the latest years, the huge increase of renewable energy sources introduces new challenges for smart grid management, which is changing is traditional and consolidated ìcentralizedî approach, where system operators are the managers of the grid and the power flow is unidirectional, in a ìdecentralizedî one, where customers become active players and there is a need to draw energy from multiple localized energy networks. This energy transition requires the development of decentralized solutions and active participation of prosumer and their own assets. Local energy flexibility markets can help in monitoring energy flows, incentivize prosumers' energy supply and demand, support the DSOs in the management of the local network issues and in the optimization of electricity flows. In this paper, we propose a blockchain-based full stack solution for the implementation of an open and fair flexibility market and a secure smart grid data management, in which the entire architecture leverages on blockchain technologies and smart contracts for the certification of the market actions and network measurements, as well as the incentivization during the settlement phase. In addition, the proposed solution includes a smart device named Light Node, which includes a blockchain node and can reads, arranges, certifies in blockchain, and sends the measurement and data provided in a secure and efficient way. The entire solution, implemented in the context of the H2020 Platone project, was already deployed, integrated, and tested on the field in a real scenario in Rome (Italy).;
Vision algorithms for automated census of animals;"Numerous military bases have a requirement, based on the Sikes Act, to maintain the base's natural environment while still meeting military mission objectives. One method used to accomplish this is by working toward the goal of achieving habitat and species sustainability. One difficulty is that there is currently no adequate baseline of the ecosystem; specifically, a critical need is the detection, identification, and tracking of animals on Federal and State endangered lists 24 hours a day. For instance, the U.S. Fish and Wildlife Service lists 130 animals as either endangered or threatened, including the desert tortoise, the Mohave ground squirrel, various species of fox, jaguar, mountain beaver, and wolf. In order to even begin to form an appropriate natural environmental baseline, the location and movements of these animals must be acquired, recorded, and made available for review. To this end, we detail technology and machine vision algorithms that can be used to recognize, track, record, and annotate sightings of these animals. We present the methods used, results of our work, current challenges, and future approaches we are taking with our research.";
A Middleware Architecture for Mastering Energy Consumption in Internet of Things Applications;The Internet of things (IoT) has been identified as a significant contributor to increasing Information and Communication Technology (ICT) energy consumption in the future. Carefully designing interactions between client applications and systems in the IoT may positively impact energy saving. For this purpose, IoT middleware, the underlying software that manages those interactions, should consider energy efficiency strategies a first-class concern. Furthermore, adding an energy-awareness capability to the middleware could significantly contribute to deepening developers' understanding of energy consumption by applications and helping them minimize the energy demand. In this paper, we propose energy-efficiency strategies and integrate them into an IoT middleware. We also offer a model to calculate the energy consumption of the interactions between an IoT consumer application and an IoT system, which the middleware could use to choose the best strategy to constrain the application's energy consumption to a given budget.;
A regional electricity market approach in view of related Smart Grid initiatives;The transformation of conventional electricity supply infrastructures towards a more decentralized and sustainable provision requires technical and economical solutions which appropriately adapt to the new requirements and exploit arising efficiency potentials. This contribution introduces a reference architecture for regional electricity markets which allows the integration of small scale actors into the conventional supply infrastructure. Moreover, we provide a schematic comparison of architecture-related Smart Grid initiatives based on different evaluation criteria and relate them to our approach. This way we show that our market-oriented approach is intended to fill a gap in the Smart Grids domain by addressing trading-related issues.;
METROFOOD-IT: a data platform proposal using Agrifood Smart Data Model;METROFOOD-IT enhances the Italian Node of the ESFRI METROFOOD-RI infrastructure and promotes research and innovation in the agri-food sector through integrated services, with an emphasis on digitization, efficiency, traceability, and sustainability. The project fosters a research paradigm focused on improving metrological data flows to enhance, quality, traceability, security in the food and nutritional domain. This paper introduces the architectural model utilized for the integration of both physical and electronic facilities. A service-oriented architecture (SOA) has been designed to facilitate efficient and scalable data sharing. The METROFOOD-IT architectural model unfolds across three levels: services, data infrastructure, and linking infrastructure. The data architecture plays a central role in managing backend systems for services, ensuring continuous data availability to each ecosystem service. To guarantee a stable and recognized data model by the scientific and industrial community, the Smart Data Model Agrifood has been adopted. This model addresses standardized data sharing and standardization issues, ensuring uniformity in data syntax and semantics, implementing access restrictions, and providing essential technical aspects in data platforms.;
