T�tulo;Resumo;Selecionado
2012 International Conference on Systems and Informatics (ICSAI2012);Software vulnerabilities become methods by which an attacker can take control of the victim's system and those critical bugs cluster in dangerous spot codes. However fuzz testing provides low code coverage and serious security bugs may be missed potentially while symbolic execution based testing encounters path explosion and bug trigger problem. To deal with the security issue above we highlight two kinds of dangerous spot codes which mostly likely to trigger buffer overflows at runtime: dangerous functions and instructions. We define the conditions on which dangerous spot code can trigger a bug: input-dependent operand feasible execution path and trigger conditions. Then we give algorithm for trigger point directed search in order to find the shortest feasible path in CFG and formalize the trigger conditions for integer overflow string buffer overflow array out of bound and division by zero bugs. At last we evaluate the implementation in four benchmark programs in Ubuntu Linux showing that our method improves the coverage rate of trigger point and trigger rate of overflows efficiently.;
2023 3rd International Conference on New Energy and Power Engineering (ICNEPE);Current methods for detecting partial discharge sound sources in transformers are not very accurate and are susceptible to interference from environmental factors and calculation algorithms. Therefore this study proposes a deep learning method of convolutional neural network to locate partial discharge in transformers. The generalized cross-correlation positioning algorithm is utilized along with a deep learning framework to compute the cross-correlation delay between audio signals. This enables the identification of the source location for partial discharge sounds. Through the audio data set collected by the simulated microphone array of the partial discharge signal the partial discharge positioning calculation model was trained and finally the trained calculation model was used for positioning testing which verified the accuracy of the partial discharge sound source positioning algorithm. Experimental results show that the network used not only completes the localization of partial discharge sound sources but also improves the accuracy of sound source localization.;
2021 8th International Conference on Dependable Systems and Their Applications (DSA);The paper reviews three classifications of big data-based software testing in the last 10 years. Testing for big data system big data evaluation benchmarks and the application of big data technology to software testing are studied in the paper. This research helps readers understand the development and classification of big data-based software testing.;
2020 17th International Bhurban Conference on Applied Sciences and Technology (IBCAST);Software Fault Prediction (SFP) techniques are commonly used to determine the fault proneness of software modules to complement the development and testing process. In SFP fault prediction is based on software metrics that reflect any aspect of the software where coupling is one of them. Software coupling is one such metric which is a measure of the interdependency of software modules. Coupling induces complexity in the coupled module and makes it difficult to comprehend. Eventually more coupled modules are likely to be faultier. This spurs a need to evaluate the impact of coupling exclusively on fault proneness. Since coupling by inheritance is harmless as it promotes reusability so coupling through inheritance is not considered. We evaluated seven coupling metrics on 87 different publicly available datasets. After pre-processing selected datasets are split with all possible coupling metrics. Resulting 474 split datasets are used for the experiments. These datasets have only coupling metrics and nominal-binary class labels. Model building and validation are done for Support Vector Machine. Results of entropy-loss shows that coupling metrics are good predictors of faults in software. Furthermore {Coupling Between Objects Design Complexity Fan-in;
2018 25th Asia-Pacific Software Engineering Conference (APSEC);Recently computer systems have become increasingly complex involving a wide range of infrastructure and software technologies in the same system. Because these complex technologies affect each other it is difficult to identify the causes of system faults while the system is running. Faults caused by a mix of software and infrastructure issues are particularly difficult for software engineers to resolve. We therefore propose a framework for identifying the causes of system faults that targets both software and infrastructure problems. The aim of this research is to identify faults that are related to software and/or infrastructure. The framework is based on system logs including both software and infrastructure logs. When a fault occurs while a system is running software and infrastructure logs are first collected and then compared with a large dataset of past logs to rapidly identify the cause of the fault. After that debug mode level logs are collected in order to identify proper bugs of source code level and/or setting values of infrastructure configuration file level. The framework is also applied to two examples of real system faults. We find that the first fault was caused by software bugs but the second was caused by both software bugs and infrastructure problems. We have also implemented a tracing and replay tool based on the framework. We tried to detect the true causes of 17 system faults that were randomly picked up past log dataset. 96% system logs in the 17 faults occurrence operation patterns were detected the differences between fault and normal cases. Then the two concrete session error faults occurred by two causes infrastructure problems and software bugs. In this way the framework will help software engineers to identify the causes of faults even when they find it difficult to separate software and infrastructure issues.;
2015 IEEE 39th Annual Computer Software and Applications Conference;Coverage-based fault localization techniques leverage coverage information to identify the suspicious program entities for inspection. However coincidental correctness (CC) widely occurs during software debugging and brings negative impact to the effectiveness of CBFL techniques. In this paper we propose a regression approach to identity CC execution with weighted clustering analysis. Based on the observation that program entities with different suspiciousness have different contributions to identify coincidental correctness we make use of the suspiciousness calculated by CBFL techniques as the weight of each program entity and conduct weighted clustering to identify coincidental correctness regressively. To evaluate the effectiveness of our approach we construct controlled experiments built on benchmark programs and the experimental results show that our approach is able to improve the accuracy of the identification of coincidental correctness executions and further improve the effectiveness of CBFL techniques.;
2023 International Seminar on Application for Technology of Information and Communication (iSemantic);In recent years the use of Artificial Intelligence (AI) has become increasingly common in various fields including in software development. One such field is where AI can automatically detect and fix bugs in code. GPT-3.5 is a state-of-the-art language model developed by OpenAI that has been trained on a massive amount of text data to generate natural language responses to a wide range of prompts. One of the main challenges in software development is bug fixing which can be a time-consuming and complicated process. QuixBugs is a framework for evaluating automatic program repair techniques which can be used to test the effectiveness of GPT-3.5 and similar bug-fixing tools. This paper evaluates the effectiveness of GPT-3.5 in automatically fixing bugs in Python code using QuixBugs. Through testing with 40 different Python bugs We discovered that GPT-3.5 was able to accurately fix 30 out of 40 bugs cases from QuixBugs benchmark. Compared with other tools like standard program repair and Codex ChatGPT outperformed them significantly. These findings highlight the potential of ChatGPT as a powerful tool for enhancing code quality and reducing the burden of manual bug fixing.;
2021 9th International Conference in Software Engineering Research and Innovation (CONISOFT);Software fault prediction makes software quality assurance process more efficient and economic. Most of the works related to software fault prediction have mainly focused on classifying software modules as faulty or not which does not produce sufficient information for developers and testers. In this paper we explore a novel approach using a streamlined process linking Stream X-Machine and machine learning techniques to predict if software modules are prone to having a particular type of runtime error in Java programs. In particular Stream X-Machine is used to model and generate test cases for different types of Java runtime errors which will be employed to extract error-type data from the source codes. This data is subsequently added to the collected software metrics to form new training data sets. We then explore the capabilities of three machine learning techniques (Support Vector Machine Decision Tree and Multi-layer Perceptron) for error-type proneness prediction. The experimental results showed that the new data sets could significantly improve the performances of machine learning models in terms of predicting error-type proneness.;
2017 IEEE/ACM 14th International Conference on Mining Software Repositories (MSR);Already from the early days of testing practitioners distinguish between unit tests and integration tests as a strategy to locate defects. Unfortunately the mining software engineering community rarely distinguishes between these two strategies mainly because it is not straightforward to separate them in the code repositories under study. In this paper we exploited the TravisTorrent dataset provided for the MSR 2017 mining challenge separated unit tests from integration tests and correlated these against the workflow as recorded in the corresponding issue reports. Further analysis confirmed that it is worthwhile to treat unit tests and integration tests differently: we discovered that unit tests cause more breaking builds that fixing the defects exposed by unit tests takes longer and implies more coordination between team members.;
2019 5th International Conference on Web Research (ICWR);Considering the importance of software systems in human life their quality assurance is very important. Fault localization is one of the software testing steps it tries to find the exact location of fault in code. Most of automatic fault localization techniques use coverage information and results of test cases to calculate the program entities suspiciousness by similarity coefficients. The similarity coefficients designed based on the insight and understanding of developers from software system and they do not have the same performance in different scenarios. To overcome with this problem we use the Back Propagation neural network and investigate the effect of weighted the neural network to accuracy of locating faults in software programs because the Back propagation neural network is sensitive to weight and by the initial proper weights to the input layer neurons connections the search space to achieve optimal weight is decreasing and network accuracy improves. We analyze the effectiveness of the proposed method with randomly weighting the input layer neurons and some basic and efficient similarity coefficients on Siemens suite benchmark. The results show that proposed method has a satisfactory performance for the software fault localization process.;
12th Asia-Pacific Software Engineering Conference (APSEC'05);In modern societies software is everywhere and we need software to be reliable. In practice during software development processes software reliability assessment can greatly help managers to understand effectiveness of consumed testing-effort and deploy testing-resource. In the 1970s-2000 many software reliability growth models (SRGMs) have been proposed for estimation of reliability growth of software products. In this paper the concept of multiple change-points is incorporated into Weibull-type testing-effort dependent SRGM because the consumption phenomenon of testing resource may vary at some moments. The performance and application of proposed models are demonstrated through one real data set. The experimental results show that the models give an excellence performance on failure prediction. Besides we also discuss the optimal release time problems based on reliability requirement and cost criteria.;
2021 IEEE 21st International Conference on Software Quality Reliability and Security Companion (QRS-C);Effort-Aware Software Defect Prediction (EADP) ranks software modules according to the defect density of software modules which allows testers to find more defects while reviewing a certain amount of code and allocates testing resources more effectively. However the recently proposed CBS+ and EASC methods tend to rank the software modules with more LOC (Lines of Code) first. Therefore there are less inspected modules when inspecting the top 20% LOC via CBS+ and EASC. Although the two methods achieve the high Precision@20% value the Recall@20% and PofB@20% (Proportion of the found Bugs when inspecting the top 20% LOC) values of the two methods are low. Therefore we propose a method called EALTR to construct the EADP model by directly maximizing the found bugs when inspecting the top 20% LOC. EALTR uses the linear model to build the EADP model and then employs the composite differential evolution algorithm to generate a set of coefficient vectors for the linear model. Finally EALTR selects the coefficient vector that achieves the highest PofB@20% value on the training dataset to construct the EADP model. Our experimental results on eleven project datasets with 41 releases show that the EALTR method performs better than CBS+ and EASC in terms of Recall@20% and PofB@20%.;
2024 IEEE International Conference on Software Testing Verification and Validation Workshops (ICSTW);In a large-scale Continuous Integration (CI) environment regression testing can encounter high time and resource demands in ad hoc execution. Therefore Test Case Prioritization (TCP) is crucial for enhancing the regression testing efficiency of CI. TCP methods aim to optimize regression testing by ordering test cases to effectively cover new code changes and their potential side effects and to maximize early fault detection. Traditional prioritization processes use diverse data sources including code coverage analysis test execution history and domain-specific features. Heuristic-based or code-coverage-driven prioritization techniques may not be sufficient for accurate results in a rapidly changing environment. For this reason there has been a significant shift towards employing Machine Learning (ML) techniques in TCP in recent years to harness the vast and complex datasets generated by CI practices. ML-based TCP approaches integrate multifaceted test case features from various sources to enhance the accuracy of test case prioritization. This trend reflects a broader movement towards data-driven decisionmaking in software testing offering the potential to significantly reduce the regression testing burden by tailoring test suites more effectively to the needs of each software build thereby saving time and resources while maintaining or improving the software quality. Recent studies have shown that the ML-based methods used in TCP can be categorized into four groups: Supervised Learning Unsupervised Learning Reinforcement Learning and Natural Language Processing. Codebases for software projects can be changed rapidly by introducing new feature distributions into the CI systems. We analyzed a Java application’s CI and version control system (VCS) history data received from the International Business Machines Corporation (IBM) [1] [6] [7]. The frequent inclusion of new test suites introduced new patterns into the dataset properties. To keep up with these changes ML models require frequent re-training on old and new datasets to maintain high accuracy on new data. The volume of the dataset tends to increase with time as more data becomes available. Frequent re-training of ML models on the entire dataset is computationally costly and requires extensive storage. Reinforcement Learning focuses on finding the best solution through reward maximization [2] and restricts the learning goal. Learning incrementally from new non-stationary data without requiring an old dataset to solve this TCP problem. Continual Learning (CL) or life-long learning/ incremental learning adapts to changes without needing old training samples. While CL has recently been studied in several works for different domains we could not find effective research on implementing CL in the TCP domain. Given the dynamic environment of software testing we apply CL in industrial test case prioritization is critical for maintaining the efficiency and effectiveness of software testing processes in dynamic environments. However modifying ML models on new datasets may introduce other problems such as catastrophic forgetting. This can occur when the model is trained on a new distribution and the model weights change drastically. Different strategies have been suggested to solve the problem of catastrophic forgetting in CL. This abstract discusses the integration of pre-training and replay-based continual learning methods to enhance test case prioritization. Pre-trainingbased continual learning leverages the strong representation of pre-training models on a large dataset. This approach helps initialize the model with a broad understanding which can be further incrementally trained to accommodate new tasks without significant performance loss on previous tasks. The dataset we obtained from IBM has a few years of test execution data for the CI and VCS. The model can be trained using a large volume of data for the pre-training method. Replay-based continual learning however involves retaining a small buffer of old training samples. This strategy includes a small fraction of old samples with a new dataset while incrementally training the model enabling it to maintain its performance on older tasks by reinforcing the previous learning. Integrating pre-training and replay-based methods is most effective in the literature [3]. Pre-training provides a solid foundation for generic knowledge replay-based methods complement this by continuously reinforcing past learning ensuring that the adaptation to new tasks does not come at the expense of previously acquired knowledge. Several design choices leverage the benefits of this combined method. The frequency of incremental training on new datasets is an important design decision. This frequency can be timedriven or property-driven. Experimental work will guide the decision on incremental training frequency. Next in replay-based approaches the memory buffer size number of old samples and criteria for old sample selection are some of the decision parameters. In addition a small buffer memory requires effective management in terms of data-retaining strategies. The empirical evidence supports the effectiveness of this integrated approach. Hu et al. [4] introduced prioritized experience replay in continual learning emphasizing the selection of representative experiences to alleviate catastrophic forgetting. Similarly Merlin et al. [5] provided practical recommendations for replay-based continual learning methods highlighting the importance of memory size and data augmentation in enhancing the performance. We will conduct detailed investigations to determine the optimal values for these decision parameters. For time-based frequency we will experiment at different intervals such as weekly every ten or 15 days monthly three months and six months of incremental training. Property-based choices can be new test suite additions significant changes in test suites and an increase or decrease in the test case failure rate. Similarly for the replay-based method samples can be selected from each incremental training dataset the selection can be random or property-based. For example an even distribution of passed or failed samples could be selected to avoid overfitting. In conclusion integrating pretraining and replay-based continual learning methods presents a promising research direction for enhancing large-scale test case prioritization in CI. Future research should explore different strategies to maximize the benefits of continual learning in test case prioritization.;
2007 International Joint Conference on Neural Networks;Much of the current research in software defect prediction focuses on building classifiers to predict only whether a software module is fault-prone or not. Using these techniques the effort to test the software is directed at modules that are labelled as fault-prone by the classifier. This paper introduces a novel algorithm based on constructive RBF neural networks aimed at predicting the probability of errors in fault-prone modules it is called RBF-DDA with Probabilistic Outputs and is an extension of RBF-DDA neural networks. The advantage of our method is that we can inform the test team of the probability of defect in a module instead of indicating only if the module is fault-prone or not. Experiments carried out with static code measures from well-known software defect datasets from NASA show the effectiveness of the proposed method. We also compared the performance of the proposed method in software defect prediction with kNN and two of its variants the S-POC-NN and R-POC-NN. The experimental results showed that the proposed method outperforms both S-POC-NN and R-POC-NN and that it is equivalent to kNN in terms of performance with the advantage of producing less complex classifiers.;
2018 International Conference on Recent Innovations in Electrical Electronics & Communication Engineering (ICRIEECE);Components that have defects after release but not during testing are very undesirable as they point to `holes' in the testing process. In this work the main objective is to provide a relation between pre-release & post-release defects. This work describes the initial effort of building analysis for defects in system testing carried out by an independent testing team. The motivation to have such correlation analysis in software defects is to serve as an early quality indicator of the software entering system testing and assist the testing team to manage and control test execution activities. Dataset is analysed with curve fitting methods & then sets are validated using correlation methods. After this different performance parameters are calculated using probabilistic analysis tools.;
2022 International Conference on Machine Learning Big Data Cloud and Parallel Computing (COM-IT-CON);The amount of information on web is expanding as the client of the web develops. Presently Software is sufficiently skilled to replace all that requires human intervention or presence. SDLC (Software Defect LifeCycle) is process that is continued in fostering the Software which contains thorough testing. To try not to sit around and exertion on Bugs Software Bug Prediction plays a pivotal part in the beginning stage of improvement in keeping up with and fostering the great nature of Software. Programming Bug Prediction worries with by and large accomplishment as early programming expectation can work on the quality dependability proficiency decreased cost of Software. We have used different AI approaches on NASA dataset and contrasted them and as of late presented calculation called Catboost. The results achieved when contrasted and other approaches CatBoost method rout them for all dataset.;
A Learning-to-Rank Approach to Software Defect Prediction;Software defect prediction can help to allocate testing resources efficiently through ranking software modules according to their defects. Existing software defect prediction models that are optimized to predict explicitly the number of defects in a software module might fail to give an accurate order because it is very difficult to predict the exact number of defects in a software module due to noisy data. This paper introduces a learning-to-rank approach to construct software defect prediction models by directly optimizing the ranking performance. In this paper we build on our previous work and further study whether the idea of directly optimizing the model performance measure can benefit software defect prediction model construction. The work includes two aspects: one is a novel application of the learning-to-rank approach to real-world data sets for software defect prediction and the other is a comprehensive evaluation and comparison of the learning-to-rank method against other algorithms that have been used for predicting the order of software modules according to the predicted number of defects. Our empirical studies demonstrate the effectiveness of directly optimizing the model performance measure for the learning-to-rank approach to construct defect prediction models for the ranking task.;
2023 7th International Conference on Intelligent Computing and Control Systems (ICICCS);Predicting the number of defects in a project is critical for project test managers to allocate budget resources and schedule for testing support and maintenance efforts. Software Defect Prediction models predict the number of defects in given projects after training the model with historical defect related information. The majority of defect prediction studies focused on predicting defect-prone modules from methods and class-level static information whereas this study predicts defects from project-level information based on a cross-company project dataset. This study utilizes software sizing metrics effort metrics and defect density information and focuses on developing defect prediction models that apply various machine learning algorithms. One notable issue in existing defect prediction studies is the lack of transparency in the developed models. Consequently the explain-ability of the developed model has been demonstrated using the state-of-the-art post-hoc model-agnostic method called Shapley Additive exPlanations (SHAP). Finally important features for predicting defects from cross-company project information were identified.;
2012 34th International Conference on Software Engineering (ICSE);There are more bugs in real-world programs than human programmers can realistically address. This paper evaluates two research questions: “What fraction of bugs can be repaired automatically?” and “How much does it cost to repair a bug automatically?” In previous work we presented GenProg which uses genetic programming to repair defects in off-the-shelf C programs. To answer these questions we: (1) propose novel algorithmic improvements to GenProg that allow it to scale to large programs and find repairs 68% more often (2) exploit GenProg's inherent parallelism using cloud computing resources to provide grounded human-competitive cost measurements and (3) generate a large indicative benchmark set to use for systematic evaluations. We evaluate GenProg on 105 defects from 8 open-source programs totaling 5.1 million lines of code and involving 10193 test cases. GenProg automatically repairs 55 of those 105 defects. To our knowledge this evaluation is the largest available of its kind and is often two orders of magnitude larger than previous work in terms of code or test suite size or defect count. Public cloud computing prices allow our 105 runs to be reproduced for $403 a successful repair completes in 96 minutes and costs $7.32 on average.;
2024 International Conference on Artificial Intelligence in Information and Communication (ICAIIC);This paper focuses on the digital innovation brought about by the advancement of ICT technology in the healthcare field. In particular the introduction of cutting-edge technologies such as AI are contributing to the improvement of health care services but at the same time the risk of cybersecurity threats and software security problems in medical devices are emerging as well. Therefore the importance of SBOM (Software Bill of Materials) to respond to such problems has now been emphasized and this paper focuses on strengthening the cybersecurity of medical devices through the creation and application of SBOM. This study develops an AI-based software defect detection method and seeks to ensure the reliability and safety of medical devices by proposing an efficient method compared to existing rule-based approaches. This study aims to contribute to strengthening security by detecting flaws in medical devices through AI and establishing a technical foundation for providing ultimate quality healthcare services.;
2011 18th Asia-Pacific Software Engineering Conference;Defect tracking systems such as Bugzilla and JIRA and source code version control systems such as CVS and SVN are widely used applications to support software development and maintenance activities. Previous studies show that bug databases and version databases are often used as standalone and separate repositories without explicit linkages between issue reports and corresponding commit transactions. This is because developers often do not explicitly mention or tag commit transactions with the relevant bug report IDs. The lack of explicit links between these two databases has been identified as a serious process data quality issue (incomplete and biased data) having implications in predictive model building (such as defect density and error proneness computation) and hypothesis-testing based on the dataset. Researchers have proposed solutions to link the two databases and performed experiments on open source projects such as Fire Fox Mozilla. We review previous approaches and propose a novel technique (based on Fellegi-Sunter (FS) Model for record linkages) to automatically integrate the two databases that overcomes some of the drawbacks of traditional methods. We validate the proposed approach by performing experiments on publicly available bug and version dataset obtained from two open-source projects (Apache HTTP Server and WikiMedia). The results of our experiments demonstrate that the proposed solution is effective in recovering trace ability links (missing links) between bug-fixing commits and corresponding bug reports.;
Researcher Bias: The Use of Machine Learning in Software Defect Prediction;Background. The ability to predict defect-prone software components would be valuable. Consequently there have been many empirical studies to evaluate the performance of different techniques endeavouring to accomplish this effectively. However no one technique dominates and so designing a reliable defect prediction model remains problematic. Objective. We seek to make sense of the many conflicting experimental results and understand which factors have the largest effect onpredictive performance. Method. We conduct a meta-analysis of all relevant high quality primary studies of defect prediction to determine what factors influence predictive performance. This is based on 42 primary studies that satisfy our inclusion criteria that collectively report 600 sets of empirical prediction results. By reverse engineering a common response variable we build arandom effects ANOVA model to examine the relative contribution of four model building factors (classifier data set input metrics and researcher group) to model prediction performance. Results. Surprisingly we find that the choice of classifier has little impact upon performance (1.3 percent) and in contrast the major (31 percent) explanatory factor is the researcher group. It matters more who does the work than what is done. Conclusion.  To overcome this high level of researcher bias defect prediction researchers should (i) conduct blind analysis (ii) improve reporting protocols and (iii) conduct more intergroup studies in order to alleviate expertise issues. Lastly research is required to determine whether this bias is prevalent in other applications domains.;
2019 IEEE/ACM 12th International Workshop on Search-Based Software Testing (SBST);EvoSuite is a search-based tool that automatically generates executable unit tests for Java code (JUnit tests). This paper summarises the results and experiences of EvoSuite's participation at the seventh unit testing competition at SBST 2019 where EvoSuite achieved the highest overall score (255.43 points) for the sixth time in seven editions of the competition.;
15th International Symposium on Software Reliability Engineering;Bugs in software are costly and difficult to find and fix. In recent years many tools and techniques have been developed for automatically finding bugs by analyzing source code or intermediate code statically (at compile time). Different tools and techniques have different tradeoffs but the practical impact of these tradeoffs is not well understood. In this paper we apply five bug finding tools specifically Bandera ESC/Java 2 FindBugs JLint and PMD to a variety of Java programs. By using a variety of tools we are able to cross-check their bug reports and warnings. Our experimental results show that none of the tools strictly subsumes another and indeed the tools often find nonoverlapping bugs. We discuss the techniques each of the tools is based on and we suggest how particular techniques affect the output of the tools. Finally we propose a meta-tool that combines the output of the tools together looking for particular lines of code methods and classes that many tools warn about.;
TENCON 2023 - 2023 IEEE Region 10 Conference (TENCON);Software testing is a crucial component of software development. With the increasing complexity of software systems traditional manual testing methods are becoming less feasible. Artificial Intelligence (AI) has emerged as a promising approach to software testing in recent years. This review paper aims to provide an in-depth understanding of the current state of software testing using AI. The review will examine the various approaches techniques and tools used in this area and assess their effectiveness. The selected articles for this study have been extracted from different research databases using the advanced search string strategy. Initially 40 articles have been extracted from different research libraries. After gradual filtering finally 20 articles have been selected for the study. After studying all the selected papers we find that various testing tasks can be automated successfully using AI (Machine Learning and Deep Learning) such as Test Case Generation Defect Prediction Test Case Prioritization Metamorphic Testing Android Testing Test Case Validation and White Box Testing. This study also finds that the integration of AI in software testing is making software testing activities easier along with better performance. This literature review paper provides a thorough analysis of the impact AI can have on the software testing process.;
10th International Symposium on Software Metrics 2004. Proceedings.;Software measurement data is often used to model software quality classification models. Related literature has focussed on developing new classification techniques and schemes with the aim of improving classification accuracy. However the quality of software measurement data used to build such classification models plays a critical role in their accuracy and usefulness. We present empirical case studies which demonstrate that despite using a very large number of diverse classification techniques for building software quality classification models the classification accuracy does not show a dramatic improvement. For example a simple lines-of-code based classification performs comparatively to some other more advanced classification techniques such as neural networks decision trees and case-based reasoning. Case studies of the NASA JM1 and KC2 software measurement datasets (obtained through the NASA Metrics Data Program) are presented. Some possible reasons that affect the quality of a software measurement dataset include presence of data noise errors due to improper software data collection exclusion of software metrics that are better representative software quality indicators and improper recording of software fault data. This study shows through an empirical study that instead of searching for a classification technique that perform well for given software measurement dataset the software quality and development teams should focus on improving the quality of the software measurement dataset.;
PerfJIT: Test-Level Just-in-Time Prediction for Performance Regression Introducing Commits;Performance issues may compromise user experiences increase the cost resources and cause field failures. One of the most prevalent performance issues is performance regression. Due to the importance and challenges in performance regression detection prior research proposes various automated approaches that detect performance regressions. However the performance regression detection is conducted after the system is built and deployed. Hence large amounts of resources are still required to locate and fix performance regressions. In our paper we propose an approach that automatically predicts whether a test would manifest performance regressions given a code commit. In particular we extract both traditional metrics and performance-related metrics from the code changes that are associated with each test. For each commit we build random forest classifiers that are trained from all prior commits to predict in this commit whether each test would manifest performance regression. We conduct case studies on three open-source systems (Hadoop Cassandra and OpenJPA). Our results show that our approach can predict tests that manifest performance regressions in a commit with high AUC values (on average 0.86). Our approach can drastically reduce the testing time needed to detect performance regressions. In addition we find that our approach could be used to detect the introduction of six out of nine real-life performance issues from the subject systems during our studied period. Finally we find that traditional metrics that are associated with size and code change histories are the most important factors in our models. Our approach and the study results can be leveraged by practitioners to effectively cope with performance regressions in a timely and proactive manner.;
Metric-Based Fault Prediction for Spreadsheets;Electronic spreadsheets are widely used in organizations for various data analytics and decision-making tasks. Even though faults within such spreadsheets are common and can have significant negative consequences today's tools for creating and handling spreadsheets provide limited support for fault detection localization and repair. Being able to predict whether a certain part of a spreadsheet is faulty or not is often central for the implementation of such supporting functionality. In this work we propose a novel approach to fault prediction in spreadsheet formulas which combines an extensive catalog of spreadsheet metrics with modern machine learning algorithms. An analysis of the individual metrics from our catalog reveals that they are generally suited to discover a wide range of faults. Their predictive power is however limited when considered in isolation. Therefore in our approach we apply supervised learning algorithms to obtain fault predictors that utilize all data provided by multiple spreadsheet metrics from our catalog. Experiments on different datasets containing faulty spreadsheets show that particularly Random Forests classifiers are often effective. As a result the proposed method is in many cases able to make highly accurate predictions whether a given formula of a spreadsheet is faulty.11.Results of a preliminary study were published in [1] .;
2009 2nd International Conference on Power Electronics and Intelligent Transportation System (PEITS);Effective prediction of the fault-proneness plays a very important role in the analysis of software quality and balance of software cost and it also is an important problem of software engineering. Importance of software quality is increasing leading to development of new sophisticated techniques which can be used in constructing models for predicting quality attributes. In this paper we use fuzzy c-means clustering (FCM) and radial basis function neural network (RBFNN) to construct prediction model of the fault-proneness RBFNN is used as a classificatory and FCM is as a cluster. Object-oriented software metrics are as input variables of fault prediction model. Experiments results confirm that designed model is very effective for predicting a class's fault-proneness it has a high accuracy and its implementation requires neither extra cost nor expert's knowledge. It also is automated. Therefore proposed model was very useful in predicting software quality and classing the fault-proneness.;
2021 IEEE International Conference on Software Analysis Evolution and Reengineering (SANER);Identifying defective software components as early as their commit helps to reduce significant software development and maintenance costs. In recent years several studies propose to use just-in-time (JIT) defect prediction techniques to identify changes that could introduce defects at check-in time. To predict defect introducing changes JIT defect prediction approaches use change metrics collected from software repositories. These change metrics however capture code and code change related information. Information related to the change requests (e.g. clarity of change request and difficulty to implement the change) that could determine the change’s proneness to introducing new defects are not studied. In this study we propose to augment the publicly available change metrics dataset with six change request- based metrics collected from issue tracking systems. To build the prediction model we used five machine learning algorithms: AdaBoost XGBoost Deep Neural Network Random Forest and Logistic Regression. The proposed approach is evaluated using a dataset collected from four open source software systems i.e. Eclipse platform Eclipse JDT Bugzilla and Mozilla. The results show that the augmented dataset improves the performance of JIT defect prediction in 19 out of 20 cases. F1-score of JIT defect prediction in the four systems is improved by an average of 4.8% 3.4% 1.7% 1.1% and 1.1% while using AdaBoost XGBoost Deep Neural Network Random Forest and Logistic Regression respectively.;
2014 International Conference on Service Sciences;Cloud-management infrastructure plays an important role as a part of cloud computing stacks serving as the resource manager of cloud platforms. The complexity of cloud-management infrastructure makes its high availability (HA) one of the most critical requirements. Various technologies have been developed to increase the reliability and availability of cloud management infrastructure however little work focused on quantitative analysis of its availability. In this paper we designed a new availability benchmarking method for cloud management infrastructure. By using our measurement method a private cloud customer or public cloud provider can estimate the availability of deployment of its cloud management stack. We have evaluated our method on Open Stack cloud infrastructure. We show that with various HA technologies and configurations the availability of the cloud management infrastructure can be greatly different.;
2019 5th International Conference on Signal Processing Computing and Control (ISPCC);Development of high-quality software is very much essential now-a-days. Prediction of good quality software in the early phase during the development reduces the cost of the testing resources. Various data mining and machine learning algorithms are developed to predict the quality of the software. In the real-life scenarios while dealing with software modules many of the time the underline datasets are imbalanced. In order to increase the efficiency of the prediction or classification algorithms balancing algorithms are implemented as a preprocessing stage before the prediction phase. In this paper we conduct extensive experiments to explore the effect of imbalance learning including undersampling oversampling and hybrid methods and its interaction with different types of classifiers on various projects. We evaluate six imbalance learning methods with six classifiers on 12 data sets. The imbalance learning methods used are Random Oversampling (ROS) Random under-sampling SMOTE TOMEK SMOTE+TOMEK and SMOTE+ENN. This study reveals that the appropriate combination of imbalanced method and classifier can improve the accuracy of software fault prediction models.;
