TÌtulo;Resumo;Selecionado
Proceedings of the 5th ACM Symposium on QoS and Security for Wireless and Mobile Networks;Due to the rise of the Internet of Things there are many new chips and platforms available for hobbyists and industry alike to build smart devices. The SDKs for these new platforms usually include closed-source binaries containing wireless protocol implementations cryptographic implementations or other library functions which are shared among all user code across the platform. Leveraging such a library vulnerability has a high impact on a given platform. However as these platforms are often shipped ready-to-use classic debug infrastructure like JTAG is often times not available.In this paper we present a method called Harzer Roller to enhance embedded firmware security testing on resource-constrained devices. With the Harzer Roller we hook instrumentation code into function call and return. The hooking not only applies to the user application code but to the SDK used to build firmware as well. While we keep the design of the Harzer Roller generally architecture independent we provide an implementation for the ESP8266 Wi-Fi IoT chip based on the xtensa architecture.We show that the Harzer Roller can be leveraged to trace execution flow through libraries without available source code and to detect stack-based buffer-overflows. Additionally we showcase how the overflow detection can be used to dump debugging information for later analysis. This enables better usage of a variety of software security testing methods like fuzzing of wireless protocol implementations or proof-of-concept attack development.;
Proceedings of the 3rd Reversing and Offensive-Oriented Trends Symposium;We present a new general technique for protecting clients in distributed systems against Remote Man-at-the-end (R-MATE) attacks. Such attacks occur in settings where an adversary has physical access to an untrusted client device and can obtain an advantage from tampering with the hardware itself or the software it contains.In our system the trusted server overwhelms the analytical abilities of the untrusted client by continuously and automatically generating and pushing to him diverse client code variants. The diversity subsystem employs a set of primitive code transformations that provide an ever-changing attack target for the adversary making tampering difficult without this being detected by the server.;
Proceedings of the 28th Annual Computer Security Applications Conference;Improper Input Validation (IIV) is a software vulnerability that occurs when a system does not safely handle input data. Even though IIV is easy to detect and fix it still commonly happens in practice.In this paper we study to what extent developers can detect IIV and investigate underlying reasons. This knowledge is essential to better understand how to support developers in creating secure software systems. We conduct an online experiment with 146 participants of which 105 report at least three years of professional software development experience. Our results show that the existence of a visible attack scenario facilitates the detection of IIV vulnerabilities and that a significant portion of developers who did not find the vulnerability initially could identify it when warned about its existence. Yet a total of 60 participants could not detect the vulnerability even after the warning. Other factors such as the frequency with which the participants perform code reviews influence the detection of IIV. Preprint: https://arxiv.org/abs/2102.06251. Data and materials: https://doi.org/10.5281/zenodo.3996696.;
Proceedings of the 12th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education;After more than a decade of research web application security continues to be a challenge and the backend database the most appetizing target. The paper proposes preventing injection attacks against the database management system (DBMS) behind web applications by embedding protections in the DBMS itself. The motivation is twofold. First the approach of embedding protections in operating systems and applications running on top of them has been effective to protect this software. Second there is a semantic mismatch between how SQL queries are believed to be executed by the DBMS and how they are actually executed leading to subtle vulnerabilities in prevention mechanisms. The approach -- SEPTIC -- was implemented in MySQL and evaluated experimentally with web applications written in PHP and Java/Spring. In the evaluation SEPTIC has shown neither false negatives nor false positives on the contrary of alternative approaches causing also a low performance overhead in the order of 2.2%.;
Proceedings of the Sixth ACM Conference on Data and Application Security and Privacy;Software engineering (SE) students not only need sufficient technical knowledge and problem solving ability but also social and interpersonal skills in order to be industry ready. To prepare the students for the 'real world' the SE educators frequently use 'Authentic Assessment' and 'Project Based Learning (PBL)' approaches in their curricula. However the level of 'authenticity' should vary within PBL courses offered in different years of a degree program. In this paper we present and discuss the results of the data collected and analyzed from the first SE course offered to the students. The aim of our research is to explore how much authenticity can be achieved in the first SE course. Our study was conducted at the University of Calgary with 64 software development project teams totaling 229 undergraduate students. The data is collected from three semesters (2016--2018) in order to assess and monitor students performance. The course design used seven authentic assessments that focused on students skills while covering a complete software development lifecycle. The results from data analysis show that students made progress in some areas of problem solving skills however they struggled in their social skills (e.g. people handling skills negotiations skills and organizational skills) understanding software quality and adaptability.;
Proceedings of the 41st International Conference on Software Engineering: Software Engineering Education and Training;With agile methodologies increasingly being applied in regulated environments security and compliance emerge as critical issues. Combining both concerns is challenging because security engineering techniques are often based on linear development. We propose a method for achieving continuous and secure development by mapping the requirements of security standards into an agile process model. Additionally this allows verification of compliance even in the face of dynamic process changes. Applicability of the method is demonstrated by using Business Process Model and Notation (BPMN) to model and extend activities and artifacts of Scaled Agile Framework (SAFe) according to requirements of IEC 62443-4-1 a standard for secure product development in industrial systems.;
Proceedings of the 4th International Workshop on Rapid Continuous Software Engineering;This paper is devoted to static analysis of the software code security. We suggest using heuristic static code analysis to detect a full spectrum of vulnerabilities including backdoors. Production rules are suggested for use to formalize heuristics for detection of vulnerabilities. We developed a conceptual system of production models for detection of a full spectrum of vulnerabilities in the software code. This paper provides examples of heuristic formalization for detection of certain vulnerabilities classified subject to CWE register. It also provides a brief statistics of application of the suggested heuristic analysis in the study of the software code security.;
Proceedings of the 18th International Conference on Evaluation and Assessment in Software Engineering;This paper proposes an efficient hardware/software system that significantly enhances software security through diversified replication on multi-cores. Recent studies show that a large class of software attacks can be detected by running multiple versions of a program simultaneously and checking the consistency of their behaviors. However execution of multiple replicas incurs significant overheads on today's computing platforms especially with fine-grained comparisons necessary for high security. Orthrus exploits similarities in automatically generated replicas to enable simultaneous execution of those replicas with minimal overheads the architecture reduces memory and bandwidth overheads by compressing multiple memory spaces together and additional power consumption and silicon area by eliminating redundant computations. Utilizing the hardware architecture Orthrus implements a fine-grained memory layout diversification with the LLVM compiler and can detect corruptions in both pointers and critical data. Experiments indicate that the Orthrus architecture incurs minimal overheads and provides a protection against a broad range of attacks.;
Proceedings of the Fifteenth International Conference on Architectural Support for Programming Languages and Operating Systems;Insufficiently tested software releases provoque a competition between 'exploiters' versus 'patchers'. Developing secure software from scratch greatly reduces maintenance effort. The integration of regular security checks combined with patch proposals at development time enhances the system's usability and software quality. This paper presents a software development system including version control security analysis and patching support. As a practical aspect avoiding flaws becomes easier even for non security experts.;
Proceedings of the Fourth International Workshop on Software Engineering for Secure Systems;Insider attacks are particularly insidious threats to electoral integrity. Traitors that misuse the trust that is placed in them often have system access that facilitates malicious acts themselves and their subsequent cover-up efforts.In this paper we define what it means to be an insider and we identify several classes of elections insiders. We also categorize the threats that each insider class has relative to the electoral functions.Beyond specifying well-known elections insiders such as poll workers and local elections officials we address several insider categories that are rarely or never mentioned in considering election insider threats. For example we have not previously seen members of the judiciary identified as prospective elections insiders and we give a concrete example of how judges can accomplish insider attacks on elections. Similarly we identify the impact that policy makers can have on the electoral process and show how malicious legislators may be able to influence a broad spectrum of elections through the laws that they propose and promote.Insider attacks are real and imminent threats to electoral integrity. By identifying insiders and categorizing the threats that they pose allows us to create policies and procedures that better ensure sound elections and to ensure the integrity of our way of government at local state and federal levels.;
Proceedings of the 2010 Workshop on Governance of Technology Information and Policies;Dynamic taint analysis is a program analysis technique in which data is marked and its propagation is tracked while the program is executing. It is applied to solve problems in many fields especially in software security. Current taint analysis platforms are limited to a single programming language and therefore cannot support programs which as is common today are implemented in multiple programming languages. Current implementations of dynamic taint analysis also incur a significant performance overhead.  In this paper we address both these limitations (1) by presenting our vision of a multi-language dynamic taint analysis platform which is built around a language-agnostic core framework that is extended by language-specific front-ends and (2) by discussing the use of speculative optimization and dynamic compilation to reduce the execution overhead of dynamic taint analysis applications. An implementation of such a platform would enable dynamic taint analyses that can target multiple languages in one analysis implementation and can track tainted data across language boundaries. We describe this approach in the context of the GraalVM runtime and its included JIT compiler Graal which allows us to target both dynamic and static languages.;
Proceedings of the 16th ACM SIGPLAN International Conference on Managed Programming Languages and Runtimes;The state of web security remains troubling as web applications continue to be favorite targets of hackers. Static analysis tools are important mechanisms for programmers to deal with this problem as they search for vulnerabilities automatically in the application source code allowing programmers to remove them. However developing these tools requires explicitly coding knowledge about how to discover each kind of vulnerability. This paper presents a new approach in which static analysis tools learn to detect vulnerabilities automatically using machine learning. The approach uses a sequence model to learn to characterize vulnerabilities based on a set of annotated source code slices. This model takes into consideration the order in which the code elements appear and are executed in the slices. The model created can then be used as a static analysis tool to discover and identify vulnerabilities in source code. The approach was implemented in the DEKANT tool and evaluated experimentally with a set of open source PHP applications and WordPress plugins finding 16 zero-day vulnerabilities.;
Proceedings of the 25th International Symposium on Software Testing and Analysis;This poster reports on an exploratory study of E2EE communication software adoption factors among academics at five Slovenian universities (N = 367). The results of the study suggest that information sensitivity plays an important role in adoption of E2EE communication software. Privacy concerns and fear of government intrusions affect adoption only when information sensitivity is high. Protection motivation may not be applicable to this context as only perceived vulnerability affected adoption for high information sensitivity.;
Proceedings of the First Australasian Web Conference - Volume 144;Preventing unauthorized access to sensitive data is an exceedingly complex access control problem. In this keynote I will break down the data breach problem and give insights into how organizations could and should do to reduce their risks. The talk will start with discussing the technical reasons behind some of the recent high-profile data breach incidents (e.g. in Equifax Target) as well as pointing out the threats of inadvertent or accidental data leaks. Then I will show that there are usually multiple points to stop data breach and give an overview of the relevant state-of-the-art solutions. I will focus on some of the recent algorithmic advances in preventing inadvertent data loss including set-based and alignment-based screening techniques outsourced screening and GPU-based performance acceleration. I will also briefly discuss the role of non-technical factors (e.g. organizational culture on security) in data protection. Because of the cat-and-mouse-game nature of cybersecurity achieving absolute data security is impossible. However proactively securing critical data paths through strategic planning and placement of security tools will help reduce the risks. I will also point out a few exciting future research directions e.g. on data leak detection as a cloud security service and deep learning for reducing false alarms in continuous authentication and the prickly insider-threat detection.;
Proceedings of the 23nd ACM on Symposium on Access Control Models and Technologies;The rapid growth of Internet-of-things (IoT) software applications has driven both practitioners and researchers' attention to methodological approaches for secure IoT development. Security issues for IoT is special in the way that they include not only software but also hardware and network concerns. With the aim at proposing a methodological approach for secure IoT application development we investigated what are security challenges in the context of IoT development. We reviewed literature and investigated two industry cases. The preliminary finding results in a list of 17 security challenges with regards to technical organizational and methodological perspectives. Cross-case comparison provides initial explanation about the less emphasis on methodological and organizational security concerns in our cases.;
Proceedings of the XP2017 Scientific Workshops;Program slicing techniques like static dynamic and hybrid slicing are considered to be an effective aid in the areas of program analysis and debugging. The performance parameters of these techniques such as precision and execution overhead determine their efficiency and applicability. In the context of debugging a few bugs the existing dynamic and hybrid approaches tend to be expensive in terms of high runtime overhead while static slicing approaches fail to be precise.In this paper we present a tool called JDAS to simplify the tedious task of debugging. The tool provides an intuitive way for the user to specify a bug and helps in efficient debugging by providing only the relevant information related to the bug being analyzed. We propose a lightweight approach for program analysis and debugging which is effective when the bugs to be analyzed are few. We make use of static slicing which reduces the runtime cost and also helps in computing all the essential information including those which are not present in a dynamic slice as illustrated by the concept of relevant slicing. We harness the power of dynamic aspect oriented programming for effective tracing and thereby overcome the problem of imprecision in the slice result generated by static slicing. We introduce line number based pointcuts for efficient tracing.;
Proceedings of the 3rd India Software Engineering Conference;In recent years we have been exploring ways to foster a closer collaboration between software engineering research and industry both to align our research with practical needs and to increase awareness about the importance of research for innovation. This paper outlines our experience with three research projects conducted in collaboration with the industry. We examine the way we collaborated with our industry partners and describe the decisions that contributed to the effectiveness of the collaborations. We report on the lessons learned from our experience and illustrate the lessons using examples from the three projects. The lessons focus on the applications of Model-Driven Engineering (MDE) as all the three projects we draw on here were MDE projects. Our goal from structuring and sharing our experience is to contribute to a better understanding of how researchers and practitioners can collaborate more effectively and to gain more value from their collaborations.;
Proceedings of the 15th International Conference on Model Driven Engineering Languages and Systems;NVD is one of the most popular databases used by researchers to conduct empirical research on data sets of vulnerabilities. Our recent analysis on Chrome vulnerability data reported by NVD has revealed an abnormally phenomenon in the data where almost vulnerabilities were originated from the first versions. This inspires our experiment to validate the reliability of the NVD vulnerable version data. In this experiment we verify for each version of Chrome that NVD claims vulnerable is actually vulnerable. The experiment revealed several errors in the vulnerability data of Chrome. Furthermore we have also analyzed how these errors might impact the conclusions of an empirical study on foundational vulnerability. Our results show that different conclusions could be obtained due to the data errors.;
Proceedings of the 8th ACM SIGSAC Symposium on Information Computer and Communications Security;Improper Input Validation (IIV) is a dangerous software vulnerability that occurs when a system does not safely handle input data. Although IIV is easy to detect and fix it still commonly happens in practice so why do developers not recognize IIV? Answering this question is key to understand how to support developers in creating secure software systems.In our work we studied to what extent developers can detect IIV and investigate underlying reasons. To do so we conducted an online experiment with 146 software developers. In this document we explain how to obtain the artifact package of our study the artifact material and how to use the artifacts.;
Proceedings of the 6th International Conference on Security of Information and Networks;"Memory corruptions are still the most prominent venue to attack otherwise secure programs. In order to make exploitation of software bugs more difficult defenders introduced a vast number of post corruption security mitigations such as w‚äïx memory Stack Canaries and Address Space Layout Randomization (ASLR) to only name a few. In the following we describe the Wiederg\{a""";
Proceedings of the 1st Reversing and Offensive-Oriented Trends Symposium;Prior studies found peer code review useful in identifying security defects. That is why most of the commercial and open-source software (OSS) projects embraced peer code review and mandated the use of it in the software development life cycle. However despite conducting mandatory peer code review practices many security-critical OSS projects such as Chromium Mozilla and Qt are reporting a high number of post-release vulnerabilities to the Common Vulnerabilities and Exposures (CVE) database. Practitioners may wonder if there is any missing piece in the puzzle that leads code reviews to miss those security defects. Therefore the primary objective of this dissertation study is to improve the effectiveness of peer code review in identifying security defects.  To meet this goal I plan to empirically investigate: (i) why security defects escape code reviews (ii) what are the challenges developers face to conduct effective security code reviews (iii) how to build effective security code review strategy and (iv) how to make effective utilization of security experts during code reviews.;
Proceedings of the 2016 International Symposium on Code Generation and Optimization;Context: There has been an increasing use of agile techniques for safety-critical systems. Agile techniques embrace fast changing requirements continuously delivered products and frequent communication with lightweight documentation. Motivation: However for safety-critical system projects a lack of safety-related documentation influences the safety-related communication and may reduce the safety assurance's capability. Objective: In this article we aim to improve the safety-related documentation in a Scrum development process and to support a more efficient safety-related communication. Method: We investigated three types of safety-related documentation patterns in agile development: safety epic safety story and agile safety plan. We further adapted and implemented them in a student project at the University of Stuttgart Germany. We used participant observation Scrum artifacts documentation review and questionnaires combined with interviews to validate this adapted documentation concerning their effect on communication safety culture and general impact on organization. Result: The results showed that safety story and safety epic have a positive effect on both internal and external communication. However the agile safety plan showed little effect on communication. Rather it has general impact on the safety process overview priority management providing a safety backup knowledge as well as having a delivered safety assessment report. Conclusion: To improve safety-related communication in a Scrum development process for safety-critical systems the safety story and the safety epic are strongly suggested while an agile safety plan should be further investigated depending on its general impact in various projects.;
Proceedings of the 4th International Workshop on Cooperative and Human Aspects of Software Engineering;Performance regression testing is an important step in the software development lifecycle especially for enterprise applications. Commonly the analysis of performance regression testing to find anomalies is carried out manually and therefore can be error-prone time consuming and sensitive to the input load. In our research we propose a new technique that overcomes the above problems which helps the performance testing teams to improve their process and speeds up the entire software production process.;
Proceedings of the 2013 International Symposium on Software Testing and Analysis;Software configurability opens the door to misconfiguration vulnerabilities invalid settings that expose software weaknesses. Misconfiguration is one the top ten most critical security risks and the most common. This paper envisions a world without misconfiguration vulnerabilities through the use of automated reasoning techniques to infer and secure software configurations. Real-world software however often lacks an explicit specification of secure configurations relying on hand-validation by users. Real-world systems comprise many individual highly-configurable software components making the space of possible configurations for the whole system enormous. To realize our vision and overcome these challenges we aim to create a rigorous definition of configuration specifications use formal methods to mechanize the inference and generation of valid configurations and develop algorithms to automatically secure against misconfiguration.;
Proceedings of the 14th International Conference on Information Processing in Sensor Networks;Proliferating supply chain attacks indicate that today's practices are insufficient for ensuring security and increasingly represent the weakest link in cybersecurity of software-based operational technologies. By tracking every action of integrating procured software components into an existing system from analyzing vendors‚Äô security to auditing purchaser's supply chain a more secure software supply chain can be provided. Hyperledger Fabric as a permissioned blockchain network provides immutable i.e. tamper-proof solution for tracking the information stored on the ledger while allowing only preauthorized actors to participate in the network. An approach that is taken in this paper is to track the software components that are introduced in the system whether they are commercial-off-the-shelf components or tailor-made components and track their security analysis by utilizing blockchain technology. By defining Organization in blockchain network which can participate in the supply chain management process this paper demonstrates the benefits of utilizing Hyperledger Fabric for managing acquired software components that are introduced in critical infrastructure. Given the analyzed use cases and proposed architecture it can be concluded that Hyperledger Fabric blockchain provides necessary trust in a multi-party environment which is the basis for more efficient auditing of the whole process. The trustworthy logs and easier auditing are the key enablers for a supply chain management process that can address the described needs.;
7th Conference on the Engineering of Computer Based Systems;Agent systems are used for a wide range of applications and techniques to detect and avoid defects in such systems are valuable. In particular it is desirable to detect issues as early as possible in the software development lifecycle. We describe a technique for checking the plan structures of a BDI agent design against the requirements models specified in terms of scenarios and goals. This approach is applicable at design time not requiring source code. A lightweight evaluation demonstrates that a range of defects can be found using this technique.;
Proceedings of the 2015 International Conference on Autonomous Agents and Multiagent Systems;Nowadays the dimension and complexity of software development projects increase the possibility of cyber-attacks information exfiltration and data breaches. In this context developers play a primary role in addressing privacy requirements and consequently security in software applications. Currently only general guidelines exist that are difficult to put in operation due to the lack of the required security skills and knowledge and to the use of legacy software development processes that do not deal with privacy and security aspects. This paper presents a knowledge base the Privacy Knowledge Base (PKB) and the VIS-PRISE prototype (Visually Inspection to Support Privacy and Security) a visual tool that support developers' decisions to integrate privacy and security requirements in all software development phases. An initial experimental study with junior developers is also presented.;
Proceedings of the 2020 International Conference on Advanced Visual Interfaces;Embedded system security has become a critical challenge given the increasing prevalence of network-connected systems. While anomaly-based detection methods provide the advantage of detecting zero-day exploits existing approaches incur significant performance overheads and are susceptible to mimicry attacks. In this paper we present a formal runtime security model that defines the normal system behavior. The runtime security model is applied to a timing-based runtime anomaly detection method that utilizes on-chip hardware to non-intrusively monitor both the system execution sequence and execution timing to detect malicious activity. Monitoring all possible execution paths of an embedded application is infeasible due to its complexity. Thus we analyze the properties of the timing distribution for control flow events within a network-connected pacemaker to evaluate the resulting detection rate for various levels of mimicry attacks considering constraints on the number of monitored events supported in the on-chip hardware.;
Proceedings of the WESS'15: Workshop on Embedded Systems Security;We present RESCURE a security solution built on software which retrofits Internet of Things (IoT) devices to secure ones. RESCURE exploits the entropy originating from the random variations of silicon (transistors) during manufacturing and generates a unique unforgeable root key and an identity per device. In this way root key and identity are inseparable from the IoT hardware. To achieve lifetime reliability (reproducibility) and security (randomness) for root key and identity we apply error correcting and randomness amplification algorithms to the signals derived from silicon. RESCURE supports certificates which are able to prove the device identity and authenticity. RESCURE supports multiple keys derivation (private keys or private/public key pairs) and End-to-End security. In this way an IoT device is able to communicate securely and independently with multiple actors (e.g. Service Providers). It supports secure storage so it is able to encrypt sensitive data such as application keys sensitive data or software Intellectual Properties (IP). Finally the entire device software is protected by secure boot and secure software update mechanisms allowing for malware-free software execution and renewable security and features. RESCURE has been prototyped on an ST32L4 device and its performance is presented across real use case scenarios covering the entire life cycle of the device. It is a low-cost solution for all the devices manufacturers that want to achieve high standard security without redesigning the hardware of their IoT product.;
Proceedings of the 48th Annual ACM Southeast Conference;Following the success of software engineering design patterns security patterns are a promising approach to aid in the design and development of more secure software systems. At the same time recent studies on aspect-oriented programming (AOP) suggest that software security concerns are good candidates for AOP techniques. Building upon the authors' previous work on aspectization of security patterns this study contributes the development of aspect-oriented strategy sections for a set of web-tier security patterns. It also adds to the small but growing body of quantitative evidence on the effects of aspectization on the modularity of security pattern code.;
Proceedings of the XV Brazilian Symposium on Information Systems;Proactive security review and test efforts are a necessary component of the software development lifecycle. Since resource limitations often preclude reviewing testing and fortifying the entire code base prioritizing what code to review/test can improve a team's ability to find and remove more vulnerabilities that are reachable by an attacker. One way that professionals perform this prioritization is the identification of the attack surface of software systems. However identifying the attack surface of a software system is non-trivial. The goal of this poster is to present the concept of a risk-based attack surface approximation based on crash dump stack traces for the prioritization of security code rework efforts. For this poster we will present results from previous efforts in the attack surface approximation space including studies on its effectiveness in approximating security relevant code for Windows and Firefox. We will also discuss future research directions for attack surface approximation including discovery of additional metrics from stack traces and determining how many stack traces are required for a good approximation.;
Proceedings of the Symposium and Bootcamp on the Science of Security;An implementation of a 1-Wire network (MicroLan) for temperature monitoring is presented. The observations of the author regarding important parameters of the network such as maximum length and maximum number of devices are stated. The architecture and algorithm of the data acquisition system are presented. Specific attention is given to techniques for protecting the software implementation against reverse engineering and unauthorized use.;
Proceedings of the International Conference on Computer Systems and Technologies and Workshop for PhD Students in Computing;While software protection mechanisms such as DRM and online services hinder the unrestrained duplication of games and applications these mechanisms fail at protecting individual software components from reuse by intellectual property thieves. While conceptually watermarking can discourage software misuse and allows proof of ownership embedding watermarks requires expert knowledge. This is why software watermarks are barely used.This paper presents LLWM an LLVM-based watermarking framework that automates the embedding of watermarks and thus enables the widespread use of watermarking. LLWM incorporates several (adapted) implementations of existing watermarking techniques and provides the foundation for IR-Mark a new watermarking technique based on a modified register allocation. With LLWM built upon LLVM and its compiler Clang developers can use a watermark simply by compiling their codes without the obstacle of having to understand and run existing methods and standalone tools.With the methods included in LLWM we offer a variety of choices for embedding techniques and evaluate and discuss their characteristics and resilience against common attacks.;
Proceedings of the 2021 Research on Offensive and Defensive Techniques in the Context of Man At The End (MATE) Attacks;Not all vulnerabilities are equal. Some recent studies have shown that only a small fraction of vulnerabilities that have been reported has actually been exploited. Since finding and addressing potential vulnerabilities in a program can take considerable time and effort recently effort has been made to identify code that is more likely to be vulnerable. This paper tries to identify the attributes of the code containing a vulnerability that makes the code more likely to be exploited. We examine 183 vulnerabilities from the National Vulnerability Database for Linux Kernel and Apache HTTP server. These include eighty-two vulnerabilities that have been found to have an exploit according to the Exploit Database. We characterize the vulnerable functions that have no exploit and the ones that have an exploit using eight metrics. The results show that the difference between a vulnerability that has no exploit and the one that has an exploit can potentially be characterized using the chosen software metrics. However predicting exploitation of vulnerabilities is more complex than predicting just the presence of vulnerabilities and further research is needed using metrics that consider security domain knowledge for enhancing the predictability of vulnerability exploits.;
Proceedings of the 2nd International Conference on Interaction Sciences: Information Technology Culture and Human;A software birthmark is a set of characteristics extracted from an executable program. Software birthmark techniques are used to detect program theft by determining the similarity between two different programs. In this paper we propose a software birthmark based on a graph-based structure comparison scheme. By enhancing the function level comparison and the basic block level comparison algorithms we show that software birthmarks can have improved resilience compared to those of the original graph-based structure comparison scheme.;
Proceedings of the 2012 ACM Research in Applied Computation Symposium;Examining the characteristics of software vulnerabilities and the code that contains them can lead to the development of more secure software. We present a dataset (‚àº1.4 GB) containing vulnerable source code files together with the corresponding patched versions. Contrary to other existing vulnerability datasets ours includes vulnerable files written in more than 40 programming languages. Each file is associated to (1) a Common Vulnerability Exposures identifier (CVE ID) and (2) the repository it came from. Further our dataset can be the basis for machine learning applications that identify defects as we show in specific examples. We also present a supporting dataset that contains commit messages derived from Git commits that serve as security patches. This dataset can be used to train ML models that in turn can be used to detect security patch commits as we highlight in a specific use case.;
Proceedings of the 16th International Conference on Emerging Networking EXperiments and Technologies;Privacy patterns describe core aspects of privacy-enhancing solutions to recurring problems and can therefore be instrumental to the privacy-by-design paradigm. However the privacy patterns domain is still evolving. While the main focus is currently put on compiling and structuring high-quality privacy patterns in catalogs the support for developers to select suitable privacy patterns is still limited. Privacy patterns selection-support means in essence the quick and easy scoping of a collection of patterns to the most applicable ones based on a set of predefined criteria. To evaluate patterns against these criteria a thorough understanding of the privacy patterns landscape is required. In this paper (i) we show that there is currently a lack of extensive support for privacy patterns selection due to the insufficient understanding of pattern properties (ii) we propose additional properties that need to be analyzed and can serve as a first step towards a robust selection criteria (iii) we analyze and present the properties for 70 privacy patterns and (iv) we discuss a potential approach of how such a selection-support method can be realized.;
Proceedings of the 36th Annual ACM Symposium on Applied Computing;Concurrent systems based on (distributed) multi/many-core processing units are the nowadays reference computing architecture. The (continuously-growing) level of hardware parallelism they offer has led these platforms to play a central role at any scale ranging from data centers to personal (mobile) devices. Optimizing performance and/or ensuring energy efficiency when running complex software stacks on top of these systems is extremely challenging due to several aspects like data dependencies or resource sharing (and interference) among application threads as well as VMs. Furthermore hardware accelerators like GPGPUs or FPGAs introduce a level of heterogeneity that can potentially offer further opportunities for combined gain in performance and energy efficiency if correctly exploited.The goal of this workshop is to establish a venue for both academia and industry experts and practitioners where they can discuss challenges perspectives and opportunities given by researching on scalable energy-efficient and secure software deployed on top of modern (heterogeneous) concurrent platforms.;
Proceedings of the ACM/SPEC International Conference on Performance Engineering;Tagging offers a traceability mechanism for software development by connecting artifacts in a meaningful way. Our integrated courseware SEREBRO provides a framework of tools that capture conversation and artifact creation and modification throughout the software development lifecycle by student team members developing non-trivial software products in a Software Engineering course. Using a data driven approach we investigate the use of lightweight tagging mechanisms applied by student software project teams and present some preliminary results of this investigation.;
Proceedings of the 6th International Workshop on Traceability in Emerging Forms of Software Engineering;Unlike library code whose instruction addresses can be randomized by address space layout randomization (ASLR) application binary code often has static instruction addresses. Attackers can exploit this limitation to craft robust shell codes for such applications as demonstrated by a recent attack that reuses instruction gadgets from the static binary code of victim applications.This paper introduces binary stirring a new technique that imbues x86 native code with the ability to self-randomize its instruction addresses each time it is launched. The input to STIR is only the application binary code without any source code debug symbols or relocation information. The output is a new binary whose basic block addresses are dynamically determined at load-time. Therefore even if an attacker can find code gadgets in one instance of the binary the instruction addresses in other instances are unpredictable. An array of binary transformation techniques enable STIR to transparently protect large realistic applications that cannot be perfectly disassembled due to computed jumps code-data interleaving OS callbacks dynamic linking and a variety of other difficult binary features. Evaluation of STIR for both Windows and Linux platforms shows that stirring introduces about 1.6% overhead on average to application runtimes.;
Proceedings of the 2012 ACM Conference on Computer and Communications Security;Background: Testing is an essential activity in safety-critical software development following high standards in terms of code coverage. Mutation testing allows assessing the effectiveness of testing and helps to further improve test cases. However mutation testing is not widely practiced due to scalability problems when applied to real-world systems. Objective: The objective of the study is to investigate the applicability and usefulness of mutation testing for improving the quality of unit testing in context of safety-critical software systems. Method: A case study has been conducted together with an engineering company developing safety-critical systems. Mutation analysis has been applied to the studied system under test (60000 LOC of C code) producing 75043 mutants of which 27158 survived test execution. A sample of 200 live mutants has been reviewed by the engineers who also improved the existing unit test suite based on their findings. Findings: The reviewed sample contained 24+ equivalent mutants and 12+ duplicated mutants. It revealed a weak spot in the testing approach and provided valuable guidance to improve the existing unit test suite. Two new faults were found in the code when improving the tests. Test execution against the mutants required over 4000 hours computing time. The overall effort was about half a person year.;
Proceedings of the Symposium on Applied Computing;In contemporary software development anybody can become a developer sharing building and interacting with software components and services in a virtual free for all. In this environment it is not feasible to expect these developers to be expert in every security detail of the software they use and we discuss how difficult it can be to build secure software. In this respect the practical challenges of the emerging paradigm of developer-centered security are explored where developers would be required to consider security from the perspective of those other developers who use their software. We question whether current user-centered security techniques are adequate for this task and suggest that new thinking will be required. Two directions---symmetry of ignorance and security archaeology-are offered as a new way to consider this challenge.;
