T�tulo;Resumo;Selecionado
Measurement-device-independent quantum key distribution with q-plate;The original measurement-device-independent quantum key distribution is reviewed and a modified protocol using rotation invariant photonic state is proposed. A hybrid encoding approach combined polarization qubit with orbit angular momentum qubit is adopted to overcome the polarization misalignment associated with random rotations in long-distance quantum key distribution. The initial encoding and final decoding of information in our MDI-QKD implementation protocol can be conveniently performed in the polarization space while the transmission is done in the rotation invariant hybrid space. Our analysis indicates that both the secure key rate and transmission distance can be improved with our modified protocol owing to the lower quantum bit error rate. Furthermore our hybrid encoding approach only needs to insert four q-plates in practical experiment and to overcome the polarization misalignment problem mentioned above without including any feedback control. © 2015 Springer Science+Business Media New York.;
Hybrid quantum-classical protocol for storage and retrieval of discrete-valued information;In this paper we present a hybrid (i.e. quantum-classical) adaptive protocol for the storage and retrieval of discrete-valued information. The purpose of this paper is to introduce a procedure that exhibits how to store and retrieve unanticipated information values by using a quantum property that of using different vector space bases for preparation and measurement of quantum states. This simple idea leads to an interesting old wish in Artificial Intelligence: the development of computer systems that can incorporate new knowledge on a real-time basis just by hardware manipulation. © 2014 by the authors licensee MDPI Basel Switzerland.;
Distributed Photonic Quantum Computations Assisted by Atomic Ensembles;Distributed quantum computation requires that quantum operations may be acted on remote logical qubits. We investigate the possibility of the distributed quantum computation for nonlocal photons assisted by cavity quantum electrodynamics. We first give a compact circuit for the controlled-NOT gate on a remote two-photon system. For the Toffoli gate we introduce two circuits for a bipartite system with one photonic Einstein-Podolski-Rosen (EPR) entanglement. Two EPR pairs are required for a tripartite system. These Toffoli gates cost a half of entanglements required in the previous teleportation-based quantum computation. These elementary gates may be combined flexibly up to special decompositions of joint system in large-scale quantum applications. © 2016 IEEE.;
Quantum lattice gas algorithmic representation of gauge field theory;Presented is a quantum lattice gas algorithm to efficiently model a system of Dirac particles interacting through an intermediary gauge field. The algorithm uses a fixed qubit array to represent both the spacetime and the particles contained in the spacetime. Despite being a lattice based algorithm Lorentz invariance is preserved down to the grid scale with the continuum Dirac Hamiltonian generating the local unitary evolution even at that scale: there is nonlinear scaling between the smallest observable time and that time measured in the quantum field theory limit a kind of time dilation effect that emerges on small scales but has no effect on large scales. The quantum lattice gas algorithm correctly accounts for the anticommutative braiding of indistinguishable fermions|it does not suffer the Fermi-sign problem. It provides a highly convergent numerical simulation for strongly-correlated fermions equal to a covariant path integral presented here for the case when a Dirac particle's Compton wavelength is large compared to the grid scale of the qubit array. © 2016 SPIE.;
Quantum private comparison: A review;As an important branch of quantum secure multiparty computation quantum private comparison (QPC) has attracted more and more attention recently. In this paper according to the quantum implementation mechanism that these protocols used we divide these protocols into three categories: The quantum cryptography QPC the superdense coding QPC and the entanglement swapping QPC. And then a more in-depth analysis on the research progress design idea and substantive characteristics of corresponding QPC categories is carried out respectively. Finally the applications of QPC and quantum secure multi-party computation issues are discussed and in addition three possible research mainstream directions are pointed out.;
Modeling of the whispering gallery mode in microdisk and microgear resonators using a toeplitz matrix formalism for single-photon source;The work presented in this paper develops a new formalism to design microdisks and microgears structures. The main objective is to study the optics and geometrics parameters influence on the microdisks and microgears structures resonance behavior. This study is conducted to choice a resonance structure with height quality factor Q to be associated with Quantum dot to form a single photon source. This new method aims to design resonant structures that are simpler and requires less computing performances than FDTD and Floquet Block methods. This formalism is based on simplifying Fourier transformed and using toeplitz matrix writing. This new writing allows designing all kind of resonance structures with any defect and any modification. In other study we have design a quantum dot emitting a photon at 1550 nm of the fundamental mode but the quantum dot emits other photons at other wavelengths. The focus of the resonant structure and the quantum dot association is the resonance of the photon at 1550 nm and the elimination of all other photons with others energies. The quantum dot studied in [1] is an InAs/GaAs quantum dot we design an GaAS microdisk and microgear and we compare the quality factor Q of this two structures and we conclude that the microgear is more appropriated to be associate to the quantum dot and increase the probability P1 to obtain a single photon source at 1550 nm and promotes the obtaining of single photon. The performance improving of the resonant structure is able to increase the success of quantum applications such as quantum gates based on single photon source. © 2013 SPIE.;
Addition and subtraction operation of optical orbital angular momentum with dielectric metasurfaces;In this work we propose a simple approach to realize addition and subtraction operation of optical orbital angular momentum (OAM) based on dielectric metasurfaces. The spin-orbit interaction of light in spatially inhomogeneous and anisotropic metasurfaces results in the spin-to-orbital angular momentum conversion. The subtraction system of OAM consists of two cascaded metasurfaces while the addition system of OAM is constituted by inserting a half waveplate (HWP) between the two metasurfaces. Our experimental results are in good agreement with the theoretical calculation. These results could be useful for OAM-carrying beams applied in optical communication information processing etc. © 2015 Elsevier B.V.;
Formation of propagation invariant laser beams with anamorphic optical systems;Propagation invariant structured laser beams play an important role in several photonics applications. A majority of propagation invariant beams are usually produced in the form of laser modes emanating from stable laser cavities. This work shows that anamorphic optical systems can be effectively employed to transform input propagation invariant laser beams and produce a variety of alternative propagation invariant structured laser beam distributions with different shapes and phase structures. This work also presents several types of anamorphic lens systems suitable for transforming the input laser modes into a variety of structured propagation invariant beams. The transformations are applied to different laser mode types including Hermite-Gaussian Laguerre-Gaussian and Ince-Gaussian field distributions. The influence of the relative azimuthal orientation between the input laser modes and the anamorphic optical systems on the resulting transformed propagation invariant beams is presented as well. © 2015 SPIE.;
Enhanced and heralded single-photon source models for quantum applications;In this work we address a comparison study between two kinds of Single Photon Sources (SPS). The first SPS is an Enhanced SPS (ESPS) which consists of an association between InAs/GaAs Quantum Dot (QD) and photonic crystal (PC) microcavity. The ESPS emits a single photon at 1550 nm with probability P1 around 0.7. The second SPS is the Heralded SPS (HSPS) and based on active two-dimensional PC over LiNbO3 and emits photons at 1310 nm and 1550nm. The photon at 1310 nm triggers the detection mechanism of the photon at 1550nm. The probability to obtain a HSPS at 1550 nm is closed to 0.57. Finally we present a comparison study between ESPS and HSPS when they are used in an application of quantum communication. © 2015 SPIE.;
A new automotive electronic control system open architecture;Considering the shortcomings of close car E/E control system through the analysis of the open system requirements and characteristics of the car E/E control system an open system structure of the automotive electronic control system based on quantum framework established/E adopts advanced software technology of embedded system. The electronic control clutch design experiments show that the system can get open role use style of the building and system based on this architecture more than a closed system. © (2013) Trans Tech Publications Switzerland.;
Controllability of dynamical systems. A survey;The main objective of this article is to review the major progress that has been made on controllability of dynamical systems over the past number of years. Controllability is one of the fundamental concepts in the mathematical control theory. This is a qualitative property of dynamical control systems and is of particular importance in control theory. A systematic study of controllability was started at the beginning of sixties in the last century when the theory of controllability based on the description in the form of state space for both time-invariant and time-varying linear control systems was worked out. Roughly speaking controllability generally means that it is possible to steer a dynamical control system from an arbitrary initial state to an arbitrary final state using the set of admissible controls. It should be mentioned that in the literature there are many different definitions of controllability which strongly depend on a class of dynamical control systems and on the other hand on the form of admissible controls. Controllability problems for different types of dynamical systems require the application of numerous mathematical concepts and methods taken directly from differential geometry functional analysis topology matrix analysis and theory of ordinary and partial differential equations and theory of difference equations. In the paper we use mainly state-space models of dynamical systems which provide a robust and universal method for studying controllability of various classes of systems. Controllability plays an essential role in the development of modern mathematical control theory. There are various important relationships between controllability stability and stabilizability of linear both finite-dimensional and infinite-dimensional control systems. Controllability is also strongly related to the theory of realization and so called minimal realization and canonical forms for linear time-invariant control systems such as the Kalmam canonical form the Jordan canonical form or the Luenberger canonical form. It should be mentioned that for many dynamical systems there exists a formal duality between the concepts of controllability and observability. Moreover controllability is strongly connected with the minimum energy control problem for many classes of linear finite dimensional infinite dimensional dynamical systems and delayed systems both deterministic and stochastic. Finally it is well known that controllability concept has many important applications not only in control theory and systems theory but also in such areas as industrial and chemical process control reactor control control of electric bulk power systems aerospce engineering and recently in quantum systems theory.;
Design and development of electric-bus battery swap control system based on Quantum platform;It takes a long time to replenish energy for electric-bus by charging while battery swap is an effective way with fast energy supplement ability. The process of electric-bus battery swap is complex how to realize automatic efficient and reliable battery swap is an urgent problem to be solved. This paper analyzed the electric-bus battery swap system and then constructed the control model of battery swap according to state machine theory finally developed a battery swap control system based on Quantum Platform framework. The battery swap control system has been applied to many electric-bus battery swap stations it improves the station's efficiency and reliability greatly and provides a guarantee for the popularization and application of electric-bus. © (2013) Trans Tech Publications Switzerland.;
The PLC UML State-chart design pattern;We developed an UML-State-charts Object Oriented Design Pattern for PLCs IEC61131-3. This PLC UML-State-chart Design Pattern aims to explore the advantage of Object Oriented Programming by IEC61131-3 in PLCs and to provide a direct map of UML State-chart to PLC code. We illustrates the design pattern and its use through UML Class diagrams and an application example. This Design Pattern can be used to reduce the development time of State-charts in automation software. It can also lead towards further investigations in PLC Design Patterns that may improve the whole development of automation software. © 2014 IEEE.;
The efficient sorting of light's orbital angular momentum for optical communications;We have developed a mode transformer comprising two custom refractive optical elements which convert orbital angular momentum states into transverse momentum states. This transformation efficiently measures the orbital angular momentum content of an input light beam allowing the decoding of OAM states within a free-space communications channel. Turbulence is a key issue within such a channel. Through the use of a phase only spatial light modulator turbulence is simulated and the cross talk between detected OAM modes is observed. We study this crosstalk for eleven OAM modes showing that turbulence equally degrades the purity of all the modes within this range. © 2012 SPIE.;
Quantum memory based on phase matching control;We discuss a class of quantum memory (QM) scheme based on phase matching control (PMC). A single-photon wave packet can be mapped into and retrieved on demand from a long-lived spin grating in the presence of a control field forming along with the signal field a Raman configuration when the wave vector of the control field is continuously changed in time. Such mapping and retrieval takes place due to the phase matching condition and requires neither a variation of the amplitude of the control field nor inhomogeneous broadening of the medium. We discuss the general model of PMC QM and its specific implementation via (i) modulation of the refractive index (ii) angular scanning of the control field and (iii) its frequency chirp. We show that the performance of the PMC QM protocol may be as good as those realized in the gradient echo memory (GEM) but achieved with less stringent requirements on the medium. We suggest the experimental realization of PMC QM in nitrogen vacancies (NV) and silicon vacancies (SiV) in diamond as well as in rare-earth doped crystals. © 2014 Astro Ltd.;
A quantum physical design flow using ILP and graph drawing;Implementing large-scale quantum circuits is one of the challenges of quantum computing. One of the central challenges of accurately modeling the architecture of these circuits is to schedule a quantum application and generate the layout while taking into account the cost of communications and classical resources as well as the maximum exploitable parallelism. In this paper we present and evaluate a design flow for arbitrary quantum circuits in ion trap technology. Our design flow consists of two parts. First a scheduler takes a description of a circuit and finds the best order for the execution of its quantum gates using integer linear programming regarding the classical resources (qubits) and instruction dependencies. Then a layout generator receives the schedule produced by the scheduler and generates a layout for this circuit using a graph-drawing algorithm. Our experimental results show that the proposed flow decreases the average latency of quantum circuits by about 11 % for a set of attempted benchmarks and by about 9 % for another set of benchmarks compared with the best in literature. © 2013 Springer Science+Business Media New York.;
Manipulation of the nuclear spin ensemble in a quantum dot with chirped magnetic resonance pulses;The nuclear spins in nanostructured semiconductors play a central role in quantum applications. The nuclear spins represent a useful resource for generating local magnetic fields but nuclear spin noise represents a major source of dephasing for spin qubits. Controlling the nuclear spins enhances the resource while suppressing the noise. NMR techniques are challenging: the group III and V isotopes have large spins with widely different gyromagnetic ratios in strained material there are large atom-dependent quadrupole shifts and nanoscale NMR is hard to detect. We report NMR on 100000 nuclear spins of a quantum dot using chirped radiofrequency pulses. Following polarization we demonstrate a reversal of the nuclear spin. We can flip the nuclear spin back and forth a hundred times. We demonstrate that chirped NMR is a powerful way of determining the chemical composition the initial nuclear spin temperatures and quadrupole frequency distributions for all the main isotopes. The key observation is a plateau in the NMR signal as a function of sweep rate: we achieve inversion at the first quantum transition for all isotopes simultaneously. These experiments represent a generic technique for manipulating nanoscale inhomogeneous nuclear spin ensembles and open the way to probe the coherence of such mesoscopic systems. © 2014 Macmillan Publishers Limited. All rights reserved.;
An MINLP model for scheduling and placement of quantum circuits with a heuristic solution approach;Recent works on quantum physical design have pushed the scheduling and placement of quantum circuit into their prominent positions. In this article a mixed integer nonlinear programming model is proposed for the placement and scheduling of quantum circuits in such a way that latency is minimized. The proposed model determines locations of gates and the sequence of operations. The proposed model is proved reducible to a quadratic assignment problem which is a well-known NP-complete combinatorial optimization problem. Since it is impossible to find the optimal solution of this NP-complete problem for large quantum circuits within a reasonable amount of time a metaheuristic solution method is developed for the proposed model. Some experiments are conducted to evaluate the performance of the developed solution approach. Experimental results show that the proposed approach improves average latency by about 24.09% for the attempted benchmarks. © 2015 ACM.;
Notes on deterministic programming of quantum observables and channels;We study the limitations of deterministic programmability of quantum circuits e.g. quantum computer. More precisely we analyze the programming of quantum observables and channels via quantum multimeters. We show that the programming vectors for any two different sharp observables are necessarily orthogonal whenever post-processing is not allowed. This result then directly implies that also any two different unitary channels require orthogonal programming vectors. This approach generalizes the well-known orthogonality result first proven by Nielsen and Chuang. In addition we give size bounds for a multimeter to be efficient in quantum programming. © 2015 Springer Science+Business Media New York.;
Mechanical effects of light on material media: Radiation pressure and the linear and angular momenta of photons;Electromagnetic waves carry energy as well as linear and angular momenta. Interactions between light and material media typically involve the exchange of all three entities. In all such interactions energy and momentum (both linear and angular) are conserved. Johannes Kepler seems to have been the first person to notice that the pressure of sunlight is responsible for the tails of the comets pointing away from the Sun. Modern applications of radiation pressure and photon momentum include solar sails optical tweezers for optical trapping and micro-manipulation and optically-driven micro-motors and actuators. This paper briefly describes certain fundamental aspects underlying the mechanical properties of light and examines several interesting phenomena involving the linear and angular momenta of photons. © 2014 SPIE.;
Design and realization of unmanned mobile platform control system;Unmanned Mobile Platform (UMP) is an intelligent and automated transport vehicle which can implement kinds of tasks by equipped different appurtenances.A four-wheel car with front wheels steer and rear wheels drive is selected as the moving mechanism. The paper researches and designs a control system to make the platform follow the path’s guide-line with the master control chip MC9S12DG128. Platform control system is divided into longitude and lateral parts based on system model. Because it’s a nonlinear and time-variation system the effect of normal PID controller is not good. The paper combines with fuzzy-controller and PID controller to adjust the PID parameters on-line and improves the system fault tolerance and robustness. Both the model and controller are developed in the Matlab/Simulink environment and they are proved to be feasible. © 2015 Taylor & Francis Group London.;
Research on time petri net oriented UML statechart and its application;In view of the UML statechart's shortage and Time Petri nets' merit in real-time application we propose an approach transforming the timing constraint UML statechart model to the Time Petri net model. Firstly on the basis of our previous study on UML statechart with time extension we provide the formal description of that kind of UML statechart to achieve its formalizing. By analyzing it and the formal semantics of Time Petri net we propose the approach for automatic transformation and analysis of time characteristics of statechart. Finally we take a safety-critical system the distributed railway interlocking system (DRIS) as a study case. The study result shows that with our approach the design model of a safe route's establishment is reliable what is more the time information in interlocking logic and the single state's contribution to the whole process get clearly reflected which helps to promote the design quality. © 2015 ICIC International.;
Hierarchical state machines for native mobile apps;The primary goal of this paper is to present a simple and efficient implementation of the Hierarchical State Machine (HSM) design pattern for native mobile applications. By providing easy-to-use C language recipes for generating HSMs the proposed implementation techniques are valuable in that they raise the level of abstraction and allow for straightforward mapping of UML state charts to compact and efficient code in C language. Writing interactive software for embedded systems leads many issues due to the lack of adapted control structures to a code that is difficult to maintain and reuse. Formalisms adapted to the description and to the specification of interactions do exist. We propose to extend imperative programming languages with a control structure borrowed from one of those formalisms: the hierarchical state machines. © 2012 IEEE.;
Generations of N-atom GHZ state and 2n-atom W state assisted by quantum dots in optical microcavities;Multipartite entangled state plays a crucial role in quantum applications. We propose theoretical schemes to generate entanglements among several trapped atoms with the help of quantum dots in single-side optical microcavities. In the first scheme a basic architecture will be built to produce arbitrary N-atom GHZ state by using only one auxiliary photon. Moreover using a photon state with multiple modes we can realize 2n-atom W state. All these schemes are insensitive to the variation of the atom–photon coupling rates and are also right for remotely trapped atoms by using the photonic transmissions local quantum operations and classical channel. Simulations show that our schemes are faithful and available with present physical techniques. © 2015 Springer Science+Business Media New York.;
Physical design of quantum circuits in ion trap technology – A survey;Quantum circuits have indicated incredible potential for having the capacity to take care of specific issues which are unmanageable on classical machines. Research in quantum circuit design distinguishes between logic synthesis and physical design. In this survey we review the approaches exact and heuristic proposed for physical design automation of quantum circuits in ion-trap technology that is one of the most advanced quantum technologies. We finish up the review by sketching out major open problems for quantum circuit design. © 2016 Elsevier Ltd;
Synthesizing a specification-based monitor for safety requirements;Safety-critical systems such as medical and avionic ones are the systems in which failure to satisfy the user requirements may put man's life and resources in jeopardy. Since the adequate reliability of the software of such systems may be unobtainable via formal methods and the software testing approach single-handedly verification of run-time behavior of software against user requirements violation is considered as a complementary approach. However the synthesis of such a run-time verifier hereafter we have called it a monitor is confronted with the challenging problem of verifying low-level run-time behavior of target software against high-level user requirements violation. To solve this problem we propose an approach in two phases. In the first phase we obtain user requirements and then specify their violation formally. This formal specification is a high-level version of user requirements violations and should be mapped to a low-level one. To this end in the second phase we extract a tabular automaton from the formal specification of user requirements violations in order to determine a state-based specification of the violations. This low-level specification which constitutes the core of the monitor determines those states which target software should not reach. To show the effectiveness of our approach we apply it to the synthesis of a monitor for verifying behavior of the Continuous Insulin Infusion Pump (CIIP) system. © Shiraz University.;
Carbon nanotubes for coherent spintronics;Carbon nanotubes bridge the molecular and crystalline quantum worlds and their extraordinary electronic mechanical and optical properties have attracted enormous attention from a broad scientific community. We review the basic principles of fabricating spin-electronic devices based on individual electrically-gated carbon nanotubes and present experimental efforts to understand their electronic and nuclear spin degrees of freedom which in the future may enable quantum applications. © 2010 Elsevier Ltd. All rights reserved.;
Interaction-free quantum optical fredkin gates in χ (2) Microdisks;We present novel interaction-free realizations of quantum optical Fredkin gates that do not rely on direct physical coupling between the target light (signal) and the control light (pump). The interaction-free feature of such gates allow to overcome the fundamental limits of photon loss and quantum-state decoherence imposed by the signal-pump coupling. This advantage together with the low inherent quantum-noise level in χ (2) microdisks gives rise to substantially improved performance over the existing Fredkin-gate designs. Explicitly using lithium-niobate mircrodisks we present two kinds of interaction-free Fredkin gates a phase gate and an optical-path gate both of which are designed with telecom-band applications in mind. For both gates the threshold pump peak power to achieve a gate contrast >100 and a signal loss <10% is hundreds of microwatts for practical parameters of the devices. © 2011 IEEE.;
Spin-to-orbital angular momentum exchange via reflection from a cone;In a recent paper we explored the novel reflection properties of several conical optical elements using numerical simulations based on Maxwell's equations. For example in the case of a hollow metallic cone having an apex angle of 90° a circularly-polarized incident beam acquires upon reflection the opposite spin angular momentum in addition to an orbital angular momentum twice as large as the spin whereas a 90° cone made of a transparent material in which the incident light suffers two total internal reflections before returning may be designed to endow the retro-reflected beam with different mixtures of orbital and spin angular momenta. In the present paper we introduce an approximate analysis based on the Jones calculus to elucidate the physics underlying the reflection properties and we point to the strengths and weaknesses of the approach. © 2011 SPIE.;
Parallel quantum computer simulation on the GPU;Simulation of quantum computers using classical computers is a hard problem with high memory and computational requirements. Parallelization can alleviate this problem allowing the simulation of more qubits at the same time or the same number of qubits to be simulated in less time. A promising approach is to exploit the high performance computing capabilities provided by the latest graphical processing units. In this paper we present a parallel implementation of the QC-lib quantum computer simulator on the GPU using the CUDA programming model. The proposed scheme for partitioning the terms that describe the state of a quantum register takes advantage of the specific characteristics of the CUDA memory spaces and allows for an efficient parallelization of the general singe qubit operator. Experimental results indicate that very good speed-ups can be obtained in contrast with the sequential implementation. © 2011 Faculty of Auto Control.;
Equivalence of the hawking temperature in conformal frames;The conformal invariance of the Hawking temperature conjectured for the asymptotically flat and stationary black holes by Jacobson and Kang is semiclassically evaluated for a simple particular case of symmetrical spherically and non-asymptotically flat black hole. By using the Bogoliubov coefficients the metric euclideanization the reflection coefficient and the gravitational anomaly as methods of calculating the Hawking temperature we find that it is invariant under a specific conformal transformation of the metric. We briefly discuss the results for each method. © Springer-Verlag / Società Italiana di Fisica 2012.;
Separation of concerns on the orchestration of operations in flexible manufacturing;Purpose - The growing complexity of industrial robot work-cells calls for the use of advanced orchestration techniques to promote flexibility and reusability. This paper aims to present a solution based on service-oriented platforms that endorses the separation of concerns coordination and execution. Design/methodology/approach - This paper starts with the evaluation of available tools for the orchestration and service generation. Endorsing the missing features depicted in that evaluation the paper describes developments of concepts and software and the evaluation made. Findings - From the early evaluations made in this paper the SCXML-based purposed language is more adapted to the industrial robotic cell scenario than existing alternatives. The generation of services allow the integration without knowledge from any programming language. Practical implications - This approach's main drawback as described by some users was the lack of some programming features: simple math operations and conditional statements. Originality/value - This paper fulfils two partially unsolved problems: adequate languages for orchestration of service oriented on the device level and purposes techniques for the specification of services using robot programming languages. © 2012 Emerald Group Publishing Limited. All rights reserved.;
Spectral manipulation of optical pulses using the gradient echo memory scheme;The burgeoning fields of quantum computing and quantum key distribution have created a demand for a quantum memory. The gradient echo memory (GEM) is one such scheme that can boast efficiencies approaching unity. Here we investigate the ability of GEM to spectrally manipulate light pulses stored in the memory. Spectral manipulation is important for pulse compression sideband extraction and matching of pulse spectra to resonant and spectroscopic systems as well as the potential to increase qubit rates in quantum communications networks. We present both theoretical and experimental results demonstrating the ability to shift the frequency as well as spectrally compress or expand a pulse. Also the ability of GEM to recall different frequency components of a pulse at different times and interfere two initially time separated pulses that are stored in the memory are shown. © 2011 IEEE.;
Open architecture automotive electronic control system based on quantum frame and SAE J1939;In consideration of the shortcoming of the close automotive electronic control system through the analysis to the requirement of the open system and existing way to establish an open system an open architecture automotive electronic control system based on quantum frame and SAE J1939 is established adopting the advanced software technology of embedded system. The quantum frame is used as the software bus the SAE J1939 is used to defined the application information standard. Further more the hierarchy of the application software the protocol of each bus and the web structure of the system is proposed. © (2011) Trans Tech Publications.;
A higher order Poincare sphere representation;A recently proposed higher order Poincare sphere constructed from the total optical angular momentum eigenstates of circular polarized optical vortices and the higher order states of polarization of vector vortex beams is presented. This novel representation can be applied to facilitate the description of various vector polarization beams such as radial and azimuthally polarized cylindrical vector beams as well as the spin orbit conversion of q-plates. An experimental method with which to measure higher order Stokes parameters in terms of a spin and orbital decomposition of a light beam is also discussed. © 2012 Copyright Society of Photo-Optical Instrumentation Engineers (SPIE).;
Transfer from arbitrary pure state to target mixed state for quantum systems;Considering two-level quantum systems this paper proposes a control strategy that drives an arbitrary pure state to target mixed state via three-step controls. The first step is the preparation of eigenstate: the state of system controlled is driven to eigenstate from an arbitrary pure state. The second one is to drive the eigenstate prepared to the mixed state in which not all of the off-diagonal elements in the density matrices are zeros. In this step one needs to use an auxiliary system and achieves the transfer through the interaction between controlled system and auxiliary system. If the target state is the mixed state in which all of the off-diagonal elements in the density matrices are zeros then one needs to perform the third step: to drive the mixed state obtained in the second step to the target mixed state. Numerical simulation experiments and results analysis are given. The control strategy proposed in this paper is useful in the application of quantum computation. © 2011 IFAC.;
Applications of two-photon processes in semiconductor photonic devices: Invited review;Semiconductor photonics is an advanced field both from fundamental and applicative points of view aimed at the integration of the unique features of optical communications and quantum optics with the miniaturization and controllability of semiconductors. Many classical and quantum applications may benefit from interaction between optical signals usually implemented by nonlinear optical processes of various orders. The efficiency of such processes in semiconductors is being constantly enhanced assisted by the progress in ultrashort laser pulses and ultra-sensitive detectors enabling practical devices. In this review the lowest order of nonlinear interactions - the two-photon processes in semiconductors - are discussed and their applications to a variety of novel classical and quantum configurations are reviewed. © 2011 IOP Publishing Ltd.;
Applying event-based framework to support power system integration;This paper describes a real life integration scenario of two power control systems. For that purpose we designed event-based framework and use it to create soft-real time gateway application service that facilitate integration of two complex event-driven distributed systems. The event-based framework uses publish-subscribe event delivery and supports asynchronous messaging including asynchronous transactions. Extensible event-driven applications can be based on that framework. Event listeners and event type subscriptions could be added or removed at runtime. The framework simplifies application design and implementation because it solves concurrency related issues and access to shared resources by design-application developer does not need to deal with multithreading at all and still can implement flexible multithreaded thread-safe event-driven applications. © 2012 Springer Science+Business Media B.V.;
Timed and Resource-oriented Statecharts for embedded software;Embedded software should be correctly developed so that it is be compliant with not only functional requirements but also real-time and resource constraints. However those constraints are often dependent on execution environments that are sometimes revealed in late development phases. In this paper we propose Timed and Resource-oriented Statecharts (TRoS) to analyze the time and resource-constrained behavior of system in earlier development phases of embedded software development. TRoS extends Statecharts using timed action labeled with resources to represent actions that consume resources. This enables us to describe the competition among processes to use shared resources and to analyze schedulability of embedded systems. We present a case study of a distance control module that controls train movement to keep the distance between trains for railway control systems. © 2010 IEEE.;
Generation of optical vortices in spun multihelicoidal optical fibers;We have theoretically studied long-period spun l-helicoidal fibers and their ability to generate singular beams from regular ones. On the basis of perturbation theory in the presence of degeneracy applied to the scalar waveguide equation we obtained the structure of coupled modes of such fibers and their spectra. It is shown that the coupled modes consist of the fields which taken separately bear topological charges that differby l units. We have numerically studied the process of the passage of a Gaussian beam through such a fiber and demonstrated that long-period l-helicoidal fibers have the ability to change - in a certain wavelength range - the topological charge of the incoming Gaussian beam by l units generating in this way charge-l optical vortex. © 2012 Optical Society of America.;
Coherent control of light pulses stored in a Gradient Echo Memory;We address the problem of storage and retrieval of a time-bin qubit onto an atomic ensemble of three-level atoms of the Λ - type driven by a far detuned coupling field. The atoms are subject to a longitudinal magnetic field which produces a spatially varying Zeeman splitting of the lower levels along the medium and allows for the spatial encoding of the different angular frequencies of the input pulse during the storage phase. The system operates like a quantum optical memory which is referred to as Gradient Echo Memory (GEM) in analogy to the NMR gradient echo. In the conventional approach to GEM-based devices in Λ - type media the coupling field co-propagates with the probe field and the magnetic field is reversed after the storage phase thus an echo signal is released from the medium in the forward direction in contrast to π-pulse based echo memories which produce a time reversed echo signal in the backward direction. In this work we predict that a backward echo pulse can also be obtained in a GEM schema by making use of a counter-propagating coupling field during the reading phase of the process. In addition we show that for a proper engineering of the control parameters the system can act as an optical router i.e. part of the stored signal can be released in the forward direction and the rest in the backward one. The current proposal could have potential applications in quantum information processing. © 2011 Elsevier B.V. All rights reserved.;
A special issue on technology trends and theory of nanoscale devices for quantum applications;Electromagnetic waves carry energy linear momentum and angular momentum. When light (or other electromagnetic radiation) interacts with material media both energy and momentum are usually exchanged. The force and torque experienced by material bodies in their interactions with the electromagnetic field are such that the energy as well as the linear and angular momenta of the overall system (i.e. the system of field plus matter) are conserved. Radiation forces are now used routinely to trap and manipulate small objects such as glass or plastic micro-beads and biological cells to drive micro- and nanomachines and to contemplate interstellar travel with the aid of solar sails. We discuss the properties of the electromagnetic field that enable such wide-ranging applications. © 2011 Copyright Society of Photo-Optical Instrumentation Engineers (SPIE).;
Gradient echo memory in a tripod-like dense atomic medium;We analyze the storage and retrieval of a weak light pulse having two orthogonally (circularly) polarized components onto an atomic ensemble of four-level atoms of the tripod type driven by a far detuned coupling field. The atoms are subject to a longitudinal magnetic field which produces a spatially varying Zeeman splitting of the lower levels along the medium and allows for a spatial encoding of the different angular frequencies of the input pulse during the storage phase. A single reversion of the external magnetic field results in a rephasing of the dipoles and leads to the release of the stored signals. The shape of the recovered pulse is a time-reversal copy of the input pulse. The application of an additional reversion of the magnetic field during the storage phase allows the release of a copy of the input pulse without time reversal. We also show that the system may operate like an all-optical multiplexer when considering two impinging optical fields which have orthogonal components. The proposal has potential applications in quantum information processing. © 2010 Elsevier B.V. All rights reserved.;
From applications to models and to embedded system code: A modeling approach in action;"Embedded systems are becoming more and more popular in current digital era. In order to improve the development efficiency a framework of Object-Oriented (OO) program on embedded system is designed in this research. UML modeling language is adopted to construct the model of embedded system. By using UML programmers can understand the system structure easily and improve the system design. This will reduce the whole development time. As an example Remote Bluetooth Communication System"" was developed based on the proposed framework. It shows that we can develop two kinds of Micro Control Unit (MCU) in a very short time. Meanwhile the advantages of UML modeling language are obvious that it can help to develop embedded systems correctly and rapidly. © 2010 IEEE.""";
Solid state multi-ensemble quantum computer in cavity quantum electrodynamics model;The first realization of solid state quantum computer was demonstrated recently by using artificial atoms - transmons in superconducting resonator. Here we propose a novel quantum computer based on quantum electrodynamic cavity coupling many quantum nodes of controlled atomic ensembles. The quantum computer contains quantum memory and processing nodes. For the first time we find the optimal practically attainable parameters of the atoms and optical scheme of the computer for realization of the multimode quantum memory for the photonic qubits with efficiency close to 100%. Then we reveal self modes for reversible transfer of the qubits between the quantum memory node and the processing nodes. Also we find a realization of iSWAP gate via direct coupling of two processing nodes with an operation rate accelerated proportionally to the number of atoms in the nodes. Collective dynamic and static blockade mechanisms are proposed for realization of $\sqrt {iSWAP;
